"Uid","CLUB"
67134,"club-112"
67135,"club-108"
67137,"club-114"
67138,"club-107"
67141,"club-108"
67142,"club-112"
67145,"club-108"
67146,"club-119"
67148,"club-109"
67151,"club-112"
67153,"club-125"
67154,"club-202"
67157,"club-108"
67159,"club-138"
67167,"club-402"
67180,"club-404"
67183,"club-242"
67190,"club-404"
67195,"club-111"
67196,"club-111"
67200,"club-123"
67208,"club-125"
67224,"club-402"
67232,"club-254"
67235,"club-242"
67253,"club-601"
67254,"club-108"
67255,"club-102"
67256,"club-109"
67257,"club-108"
67258,"club-109"
67264,"club-108"
67265,"club-106"
67268,"club-109"
67269,"club-109"
67275,"club-102"
67276,"club-102"
67277,"club-102"
67281,"club-109"
67282,"club-113"
67283,"club-102"
67289,"club-501"
67302,"club-604"
67321,"club-129"
67351,"club-123"
67356,"club-604"
67362,"club-111"
67363,"club-105"
67370,"club-115"
67381,"club-221"
67388,"club-420"
67397,"club-242"
67404,"club-128"
67409,"club-604"
67413,"club-111"
67424,"club-102"
67425,"club-109"
67426,"club-206"
67427,"club-113"
67428,"club-109"
67431,"club-114"
67432,"club-102"
67433,"club-113"
67434,"club-101"
67439,"club-101"
67441,"club-102"
67442,"club-113"
67444,"club-114"
67445,"club-113"
67446,"club-109"
67447,"club-109"
67448,"club-101"
67450,"club-113"
67451,"club-102"
67455,"club-101"
67456,"club-109"
67459,"club-114"
67460,"club-109"
67461,"club-114"
67464,"club-103"
67466,"club-103"
67469,"club-103"
67470,"club-109"
67472,"club-114"
67473,"club-113"
67477,"club-111"
67479,"club-111"
67483,"club-111"
67498,"club-604"
67501,"club-101"
67527,"club-413"
67540,"club-401"
67551,"club-111"
67553,"club-413"
67554,"club-211"
67557,"club-201"
67584,"club-102"
67600,"club-221"
67609,"club-242"
67633,"club-211"
67652,"club-119"
67656,"club-117"
67658,"club-132"
67668,"club-119"
67686,"club-133"
67696,"club-111"
67723,"club-242"
67740,"club-109"
67748,"club-408"
67760,"club-111"
67772,"club-402"
67773,"club-402"
67785,"club-124"
67789,"club-128"
67797,"club-403"
67803,"club-211"
67814,"club-108"
67815,"club-103"
67818,"club-103"
67821,"club-108"
67826,"club-101"
67833,"club-108"
67837,"club-108"
67838,"club-101"
67844,"club-124"
67845,"club-111"
67855,"club-132"
67880,"club-109"
67907,"club-123"
67922,"club-404"
67925,"club-113"
67928,"club-242"
67943,"club-105"
67949,"club-109"
67965,"club-204"
67969,"club-111"
67978,"club-117"
67987,"club-111"
67989,"club-111"
68011,"club-111"
68047,"club-123"
68049,"club-127"
68061,"club-105"
68080,"club-105"
68082,"club-107"
68085,"club-105"
68088,"club-213"
68089,"club-201"
68092,"club-213"
68093,"club-107"
68095,"club-213"
68097,"club-110"
68099,"club-110"
68130,"club-402"
68139,"club-109"
68141,"club-107"
68142,"club-103"
68143,"club-103"
68144,"club-203"
68146,"club-107"
68149,"club-102"
68150,"club-103"
68151,"club-109"
68154,"club-103"
68155,"club-112"
68156,"club-109"
68157,"club-102"
68161,"club-102"
68162,"club-102"
68163,"club-109"
68164,"club-118"
68171,"club-110"
68172,"club-109"
68174,"club-110"
68175,"club-203"
68176,"club-121"
68178,"club-103"
68181,"club-110"
68182,"club-110"
68183,"club-107"
68186,"club-107"
68188,"club-109"
68191,"club-102"
68192,"club-103"
68197,"club-125"
68198,"club-107"
68199,"club-110"
68200,"club-103"
68202,"club-107"
68203,"club-103"
68204,"club-108"
68205,"club-118"
68206,"club-102"
68207,"club-109"
68208,"club-110"
68209,"club-121"
68211,"club-110"
68215,"club-118"
68217,"club-103"
68219,"club-102"
68223,"club-103"
68224,"club-121"
68225,"club-102"
68227,"club-103"
68232,"club-118"
68233,"club-108"
68236,"club-121"
68237,"club-103"
68238,"club-112"
68241,"club-109"
68242,"club-118"
68244,"club-118"
68251,"club-203"
68257,"club-109"
68262,"club-118"
68265,"club-203"
68266,"club-118"
68267,"club-109"
68268,"club-107"
68270,"club-107"
68272,"club-203"
68276,"club-121"
68277,"club-109"
68279,"club-110"
68281,"club-103"
68282,"club-112"
68284,"club-103"
68288,"club-107"
68290,"club-125"
68291,"club-103"
68293,"club-108"
68300,"club-118"
68301,"club-108"
68302,"club-118"
68305,"club-109"
68307,"club-110"
68309,"club-110"
68312,"club-110"
68313,"club-108"
68314,"club-108"
68316,"club-118"
68320,"club-103"
68321,"club-109"
68324,"club-203"
68327,"club-112"
68328,"club-103"
68329,"club-109"
68332,"club-121"
68333,"club-103"
68334,"club-103"
68335,"club-118"
68336,"club-107"
68340,"club-107"
68341,"club-103"
68343,"club-121"
68347,"club-121"
68349,"club-103"
68350,"club-203"
68351,"club-110"
68356,"club-133"
68374,"club-211"
68378,"club-105"
68379,"club-402"
68381,"club-245"
68400,"club-117"
68404,"club-402"
68407,"club-125"
68415,"club-105"
68433,"club-105"
68439,"club-402"
68448,"club-132"
68462,"club-111"
68485,"club-108"
68488,"club-101"
68490,"club-107"
68492,"club-108"
68493,"club-108"
68494,"club-604"
68503,"club-123"
68521,"club-245"
68530,"club-111"
68548,"club-402"
68599,"club-245"
68601,"club-117"
68604,"club-111"
68605,"club-111"
68612,"club-401"
68652,"club-101"
68659,"club-102"
68661,"club-103"
68662,"club-103"
68663,"club-113"
68664,"club-107"
68668,"club-103"
68671,"club-102"
68674,"club-110"
68675,"club-103"
68676,"club-110"
68679,"club-108"
68682,"club-108"
68683,"club-103"
68684,"club-113"
68685,"club-114"
68686,"club-113"
68689,"club-108"
68697,"club-107"
68698,"club-114"
68706,"club-115"
68709,"club-402"
68716,"club-101"
68717,"club-109"
68718,"club-105"
68719,"club-103"
68723,"club-106"
68726,"club-101"
68727,"club-105"
68730,"club-103"
68731,"club-101"
68732,"club-109"
68734,"club-103"
68735,"club-101"
68737,"club-132"
68745,"club-121"
68748,"club-111"
68768,"club-402"
68770,"club-402"
68777,"club-135"
68821,"club-135"
68832,"club-112"
68833,"club-124"
68834,"club-112"
68835,"club-118"
68836,"club-102"
68837,"club-102"
68838,"club-101"
68840,"club-105"
68842,"club-106"
68844,"club-105"
68847,"club-107"
68848,"club-112"
68849,"club-112"
68852,"club-106"
68853,"club-101"
68855,"club-106"
68857,"club-102"
68860,"club-124"
68862,"club-112"
68863,"club-107"
68865,"club-112"
68867,"club-107"
68869,"club-102"
68870,"club-112"
68871,"club-112"
68875,"club-118"
68876,"club-102"
68879,"club-124"
68883,"club-112"
68887,"club-102"
68889,"club-112"
68891,"club-112"
68894,"club-118"
68895,"club-102"
68896,"club-118"
68897,"club-124"
68898,"club-105"
68899,"club-107"
68901,"club-102"
68902,"club-101"
68905,"club-112"
68907,"club-102"
68909,"club-102"
68912,"club-112"
68913,"club-124"
68915,"club-112"
68916,"club-107"
68917,"club-118"
68920,"club-107"
68925,"club-102"
68926,"club-118"
68927,"club-105"
68928,"club-107"
68932,"club-402"
68936,"club-111"
68937,"club-401"
68959,"club-242"
68976,"club-121"
68991,"club-111"
68997,"club-106"
69004,"club-402"
69009,"club-233"
69036,"club-111"
69043,"club-111"
69065,"club-408"
69071,"club-106"
69074,"club-109"
69077,"club-106"
69079,"club-106"
69081,"club-107"
69082,"club-103"
69084,"club-106"
69086,"club-103"
69088,"club-109"
69105,"club-113"
69108,"club-121"
69110,"club-134"
69122,"club-108"
69124,"club-402"
69134,"club-261"
69139,"club-408"
69141,"club-410"
69155,"club-415"
69162,"club-408"
69168,"club-132"
69183,"club-401"
69187,"club-211"
69190,"club-242"
69194,"club-109"
69198,"club-258"
69203,"club-115"
69223,"club-404"
69227,"club-404"
69255,"club-115"
69259,"club-134"
69262,"club-403"
69266,"club-121"
69269,"club-403"
69280,"club-403"
69285,"club-407"
69299,"club-105"
69336,"club-218"
69340,"club-102"
69344,"club-201"
69348,"club-403"
69358,"club-251"
69373,"club-101"
69379,"club-112"
69380,"club-108"
69382,"club-108"
69383,"club-110"
69386,"club-112"
69390,"club-108"
69394,"club-112"
69395,"club-112"
69397,"club-137"
69400,"club-112"
69406,"club-110"
69410,"club-206"
69412,"club-137"
69413,"club-101"
69414,"club-108"
69415,"club-114"
69416,"club-101"
69420,"club-137"
69421,"club-114"
69422,"club-206"
69425,"club-112"
69426,"club-112"
69430,"club-108"
69431,"club-108"
69432,"club-112"
69433,"club-112"
69434,"club-108"
69435,"club-112"
69438,"club-112"
69441,"club-101"
69445,"club-112"
69446,"club-114"
69448,"club-108"
69454,"club-108"
69455,"club-112"
69457,"club-112"
69459,"club-108"
69461,"club-112"
69465,"club-112"
69467,"club-112"
69469,"club-114"
69470,"club-112"
69472,"club-112"
69473,"club-114"
69475,"club-110"
69477,"club-112"
69479,"club-110"
69482,"club-112"
69483,"club-108"
69484,"club-112"
69486,"club-112"
69491,"club-110"
69493,"club-110"
69494,"club-114"
69495,"club-110"
69496,"club-112"
69498,"club-112"
69500,"club-108"
69503,"club-112"
69507,"club-112"
69510,"club-112"
69512,"club-112"
69518,"club-114"
69521,"club-110"
69522,"club-114"
69523,"club-112"
69526,"club-112"
69527,"club-108"
69530,"club-112"
69532,"club-112"
69533,"club-206"
69536,"club-112"
69537,"club-108"
69539,"club-101"
69542,"club-101"
69544,"club-112"
69545,"club-108"
69546,"club-106"
69548,"club-109"
69549,"club-108"
69551,"club-101"
69552,"club-106"
69553,"club-102"
69554,"club-121"
69555,"club-102"
69558,"club-121"
69559,"club-102"
69560,"club-106"
69561,"club-113"
69564,"club-108"
69566,"club-106"
69573,"club-102"
69574,"club-102"
69576,"club-121"
69577,"club-109"
69578,"club-111"
69580,"club-108"
69581,"club-108"
69582,"club-102"
69584,"club-101"
69585,"club-108"
69586,"club-102"
69587,"club-106"
69589,"club-106"
69592,"club-102"
69609,"club-121"
69614,"club-109"
69627,"club-121"
69628,"club-218"
69633,"club-401"
69637,"club-261"
69650,"club-118"
69651,"club-107"
69655,"club-103"
69657,"club-118"
69658,"club-103"
69676,"club-109"
69684,"club-258"
69697,"club-217"
69733,"club-101"
69734,"club-101"
69738,"club-604"
69739,"club-107"
69742,"club-109"
69744,"club-107"
69745,"club-107"
69751,"club-105"
69753,"club-107"
69755,"club-105"
69757,"club-107"
69758,"club-107"
69770,"club-121"
69779,"club-258"
69801,"club-109"
69816,"club-410"
69823,"club-109"
69838,"club-410"
69857,"club-106"
69858,"club-109"
69867,"club-109"
69872,"club-108"
69902,"club-102"
69905,"club-101"
69913,"club-101"
69918,"club-101"
69919,"club-101"
69921,"club-401"
69938,"club-206"
69950,"club-111"
69956,"club-102"
69969,"club-401"
69970,"club-242"
69988,"club-101"
69993,"club-121"
69999,"club-212"
70025,"club-117"
70030,"club-403"
70040,"club-401"
70058,"club-132"
70062,"club-103"
70068,"club-121"
70074,"club-119"
70095,"club-404"
70125,"club-111"
70135,"club-501"
70140,"club-119"
70146,"club-108"
70148,"club-126"
70151,"club-126"
70152,"club-102"
70156,"club-108"
70162,"club-107"
70163,"club-107"
70165,"club-107"
70167,"club-103"
70168,"club-103"
70169,"club-103"
70173,"club-103"
70174,"club-103"
70177,"club-103"
70192,"club-261"
70206,"club-205"
70214,"club-117"
70221,"club-110"
70223,"club-102"
70227,"club-112"
70229,"club-102"
70232,"club-125"
70236,"club-112"
70243,"club-112"
70244,"club-112"
70247,"club-420"
70256,"club-604"
70266,"club-102"
70268,"club-103"
70274,"club-114"
70278,"club-108"
70282,"club-102"
70283,"club-106"
70286,"club-114"
70295,"club-413"
70308,"club-115"
70310,"club-103"
70313,"club-401"
70314,"club-101"
70330,"club-105"
70347,"club-121"
70353,"club-212"
70359,"club-121"
70366,"club-258"
70367,"club-122"
70368,"club-109"
70370,"club-604"
70371,"club-106"
70372,"club-110"
70373,"club-103"
70374,"club-109"
70376,"club-108"
70379,"club-604"
70382,"club-122"
70384,"club-107"
70386,"club-110"
70390,"club-110"
70395,"club-106"
70396,"club-110"
70397,"club-101"
70398,"club-107"
70401,"club-103"
70404,"club-110"
70409,"club-109"
70413,"club-103"
70414,"club-103"
70417,"club-101"
70423,"club-101"
70427,"club-108"
70428,"club-105"
70429,"club-105"
70433,"club-101"
70437,"club-420"
70438,"club-105"
70460,"club-101"
70461,"club-101"
70462,"club-101"
70464,"club-101"
70479,"club-121"
70481,"club-111"
70495,"club-109"
70499,"club-109"
70515,"club-111"
70516,"club-211"
70518,"club-109"
70522,"club-258"
70529,"club-402"
70532,"club-105"
70535,"club-102"
70538,"club-102"
70540,"club-122"
70541,"club-105"
70542,"club-101"
70543,"club-102"
70547,"club-101"
70548,"club-102"
70549,"club-122"
70553,"club-122"
70556,"club-106"
70557,"club-106"
70558,"club-112"
70559,"club-106"
70563,"club-101"
70564,"club-107"
70565,"club-106"
70568,"club-107"
70570,"club-101"
70571,"club-112"
70574,"club-106"
70577,"club-106"
70578,"club-101"
70579,"club-106"
70580,"club-112"
70585,"club-112"
70587,"club-106"
70590,"club-113"
70593,"club-113"
70594,"club-102"
70596,"club-102"
70600,"club-106"
70601,"club-108"
70602,"club-108"
70603,"club-118"
70607,"club-106"
70608,"club-128"
70611,"club-113"
70612,"club-118"
70613,"club-118"
70614,"club-128"
70615,"club-118"
70619,"club-101"
70620,"club-118"
70621,"club-118"
70622,"club-106"
70623,"club-113"
70625,"club-113"
70626,"club-113"
70628,"club-113"
70634,"club-101"
70635,"club-106"
70639,"club-106"
70642,"club-113"
70643,"club-118"
70651,"club-101"
70654,"club-107"
70656,"club-107"
70657,"club-102"
70659,"club-101"
70660,"club-102"
70662,"club-121"
70664,"club-107"
70667,"club-102"
70671,"club-102"
70673,"club-105"
70675,"club-121"
70676,"club-101"
70677,"club-101"
70681,"club-105"
70684,"club-107"
70688,"club-101"
70691,"club-102"
70692,"club-106"
70693,"club-102"
70695,"club-102"
70698,"club-121"
70701,"club-107"
70702,"club-106"
70703,"club-108"
70705,"club-102"
70706,"club-103"
70708,"club-102"
70709,"club-106"
70711,"club-107"
70714,"club-103"
70718,"club-107"
70719,"club-102"
70723,"club-102"
70724,"club-108"
70727,"club-121"
70730,"club-106"
70733,"club-107"
70734,"club-106"
70735,"club-107"
70736,"club-106"
70740,"club-108"
70742,"club-102"
70743,"club-107"
70744,"club-103"
70745,"club-103"
70749,"club-106"
70751,"club-107"
70752,"club-106"
70753,"club-102"
70754,"club-103"
70761,"club-102"
70765,"club-106"
70767,"club-101"
70768,"club-102"
70770,"club-106"
70771,"club-108"
70772,"club-106"
70774,"club-107"
70775,"club-107"
70779,"club-106"
70781,"club-108"
70782,"club-106"
70783,"club-102"
70784,"club-106"
70785,"club-107"
70786,"club-121"
70790,"club-107"
70795,"club-108"
70796,"club-102"
70797,"club-105"
70799,"club-102"
70803,"club-102"
70806,"club-102"
70813,"club-105"
70814,"club-102"
70816,"club-107"
70819,"club-105"
70820,"club-102"
70825,"club-107"
70826,"club-101"
70828,"club-102"
70832,"club-107"
70834,"club-105"
70835,"club-101"
70838,"club-107"
70839,"club-108"
70840,"club-102"
70841,"club-106"
70842,"club-101"
70844,"club-101"
70846,"club-107"
70847,"club-105"
70848,"club-108"
70851,"club-107"
70859,"club-103"
70861,"club-102"
70863,"club-105"
70864,"club-101"
70865,"club-106"
70866,"club-105"
70867,"club-102"
70869,"club-105"
70874,"club-106"
70877,"club-112"
70879,"club-107"
70880,"club-112"
70883,"club-102"
70886,"club-116"
70888,"club-112"
70891,"club-106"
70894,"club-116"
70895,"club-112"
70899,"club-107"
70901,"club-106"
70903,"club-107"
70905,"club-105"
70908,"club-102"
70909,"club-112"
70911,"club-106"
70912,"club-116"
70915,"club-101"
70917,"club-116"
70919,"club-105"
70921,"club-102"
70922,"club-105"
70923,"club-105"
70924,"club-101"
70926,"club-106"
70929,"club-201"
70933,"club-201"
70936,"club-113"
70937,"club-113"
70938,"club-111"
70940,"club-102"
70942,"club-102"
70943,"club-102"
70946,"club-108"
70947,"club-102"
70948,"club-102"
70949,"club-111"
70952,"club-102"
70958,"club-111"
70959,"club-102"
70960,"club-111"
70961,"club-111"
70963,"club-111"
70965,"club-102"
70967,"club-107"
70969,"club-101"
70971,"club-113"
70974,"club-107"
70975,"club-111"
70977,"club-102"
70979,"club-111"
70980,"club-111"
70983,"club-102"
70989,"club-116"
70990,"club-116"
70992,"club-102"
70993,"club-102"
70994,"club-201"
70995,"club-102"
70996,"club-102"
71001,"club-102"
71004,"club-106"
71007,"club-113"
71008,"club-101"
71010,"club-107"
71011,"club-102"
71012,"club-106"
71013,"club-113"
71014,"club-107"
71017,"club-107"
71019,"club-107"
71021,"club-107"
71024,"club-102"
71025,"club-107"
71026,"club-109"
71027,"club-107"
71032,"club-113"
71033,"club-102"
71034,"club-109"
71038,"club-106"
71041,"club-107"
71043,"club-107"
71044,"club-108"
71050,"club-106"
71051,"club-106"
71053,"club-106"
71055,"club-107"
71057,"club-108"
71059,"club-102"
71061,"club-107"
71063,"club-106"
71065,"club-107"
71066,"club-106"
71068,"club-106"
71070,"club-102"
71071,"club-106"
71073,"club-102"
71075,"club-102"
71077,"club-107"
71078,"club-107"
71079,"club-107"
71080,"club-107"
71082,"club-107"
71087,"club-106"
71088,"club-102"
71089,"club-106"
71090,"club-105"
71094,"club-102"
71095,"club-109"
71096,"club-101"
71106,"club-106"
71108,"club-102"
71110,"club-102"
71119,"club-114"
71121,"club-102"
71124,"club-106"
71125,"club-102"
71126,"club-102"
71130,"club-101"
71134,"club-105"
71135,"club-114"
71137,"club-106"
71139,"club-114"
71141,"club-102"
71142,"club-102"
71144,"club-101"
71145,"club-105"
71150,"club-114"
71151,"club-109"
71152,"club-102"
71153,"club-121"
71154,"club-121"
71155,"club-121"
71156,"club-105"
71157,"club-102"
71162,"club-102"
71163,"club-102"
71165,"club-101"
71166,"club-121"
71167,"club-121"
71168,"club-105"
71169,"club-114"
71170,"club-101"
71171,"club-114"
71172,"club-106"
71173,"club-114"
71175,"club-102"
71176,"club-102"
71180,"club-112"
71181,"club-114"
71185,"club-102"
71187,"club-102"
71189,"club-121"
71192,"club-121"
71193,"club-112"
71203,"club-121"
71205,"club-101"
71206,"club-102"
71207,"club-102"
71210,"club-107"
71213,"club-102"
71214,"club-106"
71215,"club-105"
71217,"club-102"
71219,"club-112"
71221,"club-112"
71226,"club-118"
71227,"club-137"
71228,"club-105"
71230,"club-118"
71234,"club-101"
71239,"club-103"
71240,"club-112"
71241,"club-121"
71242,"club-112"
71244,"club-114"
71245,"club-112"
71246,"club-101"
71248,"club-114"
71250,"club-118"
71258,"club-112"
71263,"club-112"
71266,"club-118"
71267,"club-137"
71268,"club-103"
71269,"club-137"
71274,"club-105"
71278,"club-107"
71281,"club-118"
71282,"club-118"
71283,"club-118"
71284,"club-112"
71286,"club-112"
71289,"club-112"
71292,"club-106"
71294,"club-137"
71296,"club-107"
71297,"club-106"
71298,"club-101"
71299,"club-112"
71303,"club-106"
71304,"club-137"
71305,"club-112"
71306,"club-105"
71310,"club-118"
71311,"club-101"
71316,"club-137"
71318,"club-118"
71319,"club-101"
71320,"club-107"
71321,"club-107"
71322,"club-103"
71323,"club-112"
71325,"club-103"
71326,"club-118"
71327,"club-103"
71328,"club-137"
71332,"club-112"
71333,"club-103"
71334,"club-114"
71336,"club-118"
71337,"club-112"
71339,"club-107"
71342,"club-107"
71345,"club-118"
71346,"club-137"
71347,"club-114"
71349,"club-107"
71353,"club-112"
71354,"club-118"
71355,"club-103"
71356,"club-107"
71358,"club-137"
71360,"club-112"
71361,"club-137"
71362,"club-114"
71363,"club-107"
71364,"club-112"
71365,"club-112"
71366,"club-112"
71368,"club-107"
71373,"club-103"
71375,"club-112"
71376,"club-106"
71377,"club-103"
71381,"club-118"
71382,"club-103"
71384,"club-103"
71385,"club-114"
71387,"club-101"
71388,"club-103"
71389,"club-118"
71390,"club-107"
71393,"club-112"
71394,"club-112"
71396,"club-118"
71397,"club-137"
71398,"club-106"
71399,"club-103"
71401,"club-112"
71404,"club-106"
71405,"club-106"
71407,"club-107"
71408,"club-107"
71409,"club-118"
71411,"club-101"
71412,"club-105"
71414,"club-137"
71418,"club-112"
71419,"club-137"
71421,"club-112"
71422,"club-103"
71424,"club-112"
71428,"club-118"
71429,"club-105"
71431,"club-112"
71432,"club-112"
71434,"club-118"
71435,"club-112"
71436,"club-118"
71437,"club-137"
71439,"club-112"
71440,"club-101"
71442,"club-101"
71447,"club-103"
71448,"club-112"
71449,"club-137"
71450,"club-107"
71451,"club-107"
71452,"club-121"
71454,"club-112"
71459,"club-112"
71462,"club-107"
71463,"club-114"
71466,"club-101"
71468,"club-106"
71469,"club-101"
71471,"club-101"
71472,"club-102"
71473,"club-101"
71477,"club-115"
71479,"club-101"
71480,"club-101"
71482,"club-102"
71483,"club-102"
71485,"club-102"
71488,"club-103"
71489,"club-115"
71492,"club-101"
71495,"club-115"
71496,"club-115"
71498,"club-107"
71499,"club-107"
71501,"club-102"
71502,"club-107"
71507,"club-102"
71508,"club-107"
71509,"club-115"
71510,"club-103"
71512,"club-103"
71514,"club-102"
71515,"club-107"
71517,"club-106"
71518,"club-102"
71522,"club-102"
71525,"club-107"
71529,"club-106"
71530,"club-103"
71540,"club-102"
71541,"club-101"
71543,"club-102"
71544,"club-106"
71550,"club-106"
71551,"club-103"
71552,"club-109"
71556,"club-103"
71558,"club-103"
71559,"club-115"
71560,"club-107"
71566,"club-102"
71568,"club-102"
71570,"club-101"
71571,"club-101"
71572,"club-103"
71574,"club-102"
71576,"club-107"
71585,"club-103"
71586,"club-103"
71587,"club-101"
71590,"club-101"
71595,"club-115"
71598,"club-102"
71600,"club-101"
71602,"club-106"
71603,"club-102"
71609,"club-106"
71610,"club-107"
71618,"club-115"
71621,"club-107"
71623,"club-101"
71628,"club-101"
71629,"club-101"
71632,"club-102"
71633,"club-106"
71635,"club-106"
71636,"club-106"
71640,"club-102"
71647,"club-102"
71648,"club-101"
71649,"club-109"
71651,"club-109"
71653,"club-107"
71655,"club-107"
71657,"club-101"
71660,"club-102"
71663,"club-107"
71664,"club-107"
71666,"club-101"
71668,"club-101"
71669,"club-107"
71671,"club-106"
71675,"club-115"
71679,"club-102"
71680,"club-107"
71681,"club-107"
71684,"club-103"
71686,"club-115"
71687,"club-109"
71688,"club-102"
71690,"club-101"
71691,"club-101"
71696,"club-107"
71700,"club-102"
71704,"club-203"
71705,"club-118"
71708,"club-103"
71709,"club-203"
71710,"club-103"
71711,"club-106"
71713,"club-102"
71715,"club-137"
71717,"club-114"
71720,"club-203"
71721,"club-203"
71722,"club-203"
71723,"club-102"
71725,"club-114"
71726,"club-118"
71728,"club-102"
71731,"club-118"
71732,"club-102"
71736,"club-137"
71737,"club-137"
71739,"club-107"
71740,"club-102"
71743,"club-203"
71746,"club-114"
71747,"club-107"
71748,"club-118"
71749,"club-106"
71751,"club-107"
71754,"club-203"
71756,"club-103"
71757,"club-106"
71759,"club-114"
71763,"club-102"
71765,"club-118"
71766,"club-203"
71767,"club-203"
71768,"club-114"
71771,"club-114"
71772,"club-203"
71773,"club-108"
71776,"club-103"
71780,"club-109"
71782,"club-118"
71783,"club-118"
71786,"club-114"
71787,"club-106"
71788,"club-114"
71793,"club-118"
71794,"club-114"
71795,"club-107"
71797,"club-114"
71805,"club-102"
71806,"club-114"
71810,"club-109"
71813,"club-109"
71815,"club-118"
71816,"club-118"
71818,"club-103"
71822,"club-102"
71824,"club-106"
71825,"club-118"
71826,"club-137"
71828,"club-103"
71834,"club-118"
71836,"club-102"
71837,"club-114"
71838,"club-203"
71841,"club-109"
71850,"club-203"
71853,"club-102"
71855,"club-114"
71858,"club-203"
71860,"club-203"
71862,"club-102"
71864,"club-102"
71868,"club-114"
71870,"club-118"
71872,"club-118"
71873,"club-107"
71875,"club-118"
71877,"club-118"
71880,"club-137"
71882,"club-137"
71883,"club-108"
71885,"club-118"
71886,"club-118"
71887,"club-103"
71889,"club-106"
71893,"club-203"
71897,"club-114"
71898,"club-118"
71899,"club-203"
71900,"club-109"
71906,"club-108"
71907,"club-118"
71910,"club-102"
71911,"club-203"
71912,"club-203"
71913,"club-114"
71914,"club-114"
71916,"club-106"
71917,"club-118"
71920,"club-203"
71925,"club-118"
71926,"club-109"
71928,"club-107"
71931,"club-107"
71932,"club-203"
71935,"club-203"
71938,"club-103"
71939,"club-203"
71940,"club-137"
71942,"club-118"
71944,"club-137"
71945,"club-106"
71947,"club-102"
71949,"club-137"
71951,"club-203"
71953,"club-102"
71954,"club-114"
71958,"club-118"
71962,"club-103"
71963,"club-102"
71964,"club-118"
71969,"club-114"
71970,"club-102"
71972,"club-102"
71974,"club-118"
71975,"club-118"
71976,"club-137"
71982,"club-107"
71983,"club-118"
71985,"club-114"
71986,"club-107"
71988,"club-109"
71989,"club-203"
71992,"club-114"
71994,"club-112"
71997,"club-112"
71999,"club-108"
72000,"club-205"
72004,"club-114"
72005,"club-102"
72006,"club-112"
72007,"club-112"
72010,"club-102"
72011,"club-112"
72012,"club-102"
72013,"club-102"
72015,"club-112"
72017,"club-114"
72018,"club-114"
72025,"club-107"
72026,"club-112"
72027,"club-107"
72028,"club-112"
72030,"club-112"
72031,"club-102"
72032,"club-112"
72035,"club-112"
72038,"club-102"
72039,"club-108"
72040,"club-114"
72041,"club-113"
72045,"club-102"
72049,"club-205"
72051,"club-102"
72052,"club-113"
72053,"club-138"
72055,"club-205"
72056,"club-107"
72059,"club-107"
72061,"club-112"
72062,"club-112"
72063,"club-112"
72064,"club-102"
72065,"club-102"
72066,"club-108"
72068,"club-138"
72069,"club-113"
72070,"club-112"
72071,"club-205"
72072,"club-102"
72073,"club-108"
72075,"club-205"
72081,"club-112"
72083,"club-205"
72084,"club-114"
72087,"club-112"
72090,"club-108"
72091,"club-112"
72093,"club-112"
72096,"club-112"
72098,"club-102"
72100,"club-102"
72101,"club-112"
72102,"club-108"
72103,"club-112"
72104,"club-107"
72105,"club-138"
72106,"club-107"
72107,"club-113"
72108,"club-102"
72111,"club-138"
72112,"club-113"
72114,"club-205"
72118,"club-108"
72120,"club-138"
72121,"club-102"
72122,"club-205"
72126,"club-114"
72127,"club-112"
72129,"club-114"
72130,"club-112"
72136,"club-138"
72137,"club-112"
72138,"club-138"
72140,"club-102"
72142,"club-114"
72143,"club-205"
72144,"club-102"
72146,"club-138"
72150,"club-138"
72153,"club-107"
72154,"club-138"
72157,"club-102"
72159,"club-108"
72160,"club-102"
72161,"club-108"
72162,"club-205"
72163,"club-102"
72165,"club-112"
72166,"club-114"
72168,"club-112"
72169,"club-205"
72171,"club-112"
72173,"club-108"
72175,"club-102"
72176,"club-114"
72181,"club-102"
72182,"club-108"
72183,"club-112"
72184,"club-138"
72189,"club-108"
72190,"club-108"
72191,"club-108"
72193,"club-112"
72194,"club-108"
72195,"club-102"
72196,"club-108"
72197,"club-114"
72199,"club-107"
72201,"club-114"
72202,"club-205"
72205,"club-114"
72206,"club-112"
72207,"club-114"
72209,"club-102"
72210,"club-114"
72211,"club-102"
72212,"club-112"
72213,"club-102"
72214,"club-107"
72215,"club-108"
72218,"club-107"
72219,"club-102"
72222,"club-112"
72223,"club-112"
72224,"club-103"
72225,"club-103"
72230,"club-209"
72234,"club-103"
72236,"club-114"
72237,"club-136"
72238,"club-103"
72239,"club-114"
72240,"club-116"
72243,"club-108"
72244,"club-203"
72247,"club-116"
72248,"club-114"
72250,"club-114"
72251,"club-136"
72256,"club-209"
72259,"club-108"
72261,"club-118"
72262,"club-116"
72264,"club-108"
72270,"club-103"
72272,"club-203"
72273,"club-209"
72274,"club-114"
72276,"club-114"
72277,"club-108"
72278,"club-116"
72279,"club-203"
72280,"club-203"
72283,"club-108"
72285,"club-209"
72286,"club-118"
72287,"club-203"
72289,"club-114"
72292,"club-136"
72295,"club-114"
72297,"club-102"
72298,"club-209"
72300,"club-103"
72302,"club-203"
72304,"club-203"
72305,"club-114"
72306,"club-108"
72308,"club-209"
72309,"club-108"
