"Uid","WORK_CONDITION","TERMS_OF_EMP","working_hours","JOB_DEP","Eco_sect","Employer_category","job_category","Job_desc","EMOLUMENT","employee_count"
48290,"C","CDI",2200,"57","GZ","ct_9","O","634c",23192,"tr_1"
48291,"C","CDI",1465,"57","SZ","ct_8","O","461f",17424,"tr_2"
48293,"N","CDI",2093,"57","QB","ct_7","O","563a",8693,"tr_1"
48303,"C","CDI",1328,"57","CK","ct_9","O","474c",26936,"tr_1"
48305,"C","CDI",1840,"57","QB","ct_8","O","525d",21553,"tr_4"
48306,"C","CDI",1875,"57","EZ","ct_9","O","479b",24665,"tr_5"
48311,"P","CDI",326,"57","QB","ct_9","O","563b",2151,"tr_4"
48325,"C","CDI",1625,"57","QB","ct_8","O","525d",14635,"tr_3"
48326,"C","CDI",1638,"55","CE","ct_9","O","372b",51759,"tr_4"
48333,"C","CDI",1720,"57","FZ","ct_9","O","681a",23082,"tr_2"
48337,"C","CDI",1363,"57","JA","ct_9","O","544a",19456,"tr_1"
48343,"C","CDI",1308,"57","FZ","ct_9","O","632e",14805,"tr_1"
48344,"P","CDI",720,"57","QB","ct_8","O","563b",6921,"tr_5"
48351,"C","CDI",1645,"89","JC","ct_9","O","478b",19049,"tr_5"
48353,"C","CDI",1973,"57","KZ","ct_9","O","467a",28826,"tr_4"
48361,"C","CDI",1722,"57","HZ","ct_9","O","477a",31277,"tr_3"
48369,"C","CDI",1626,"67","CL","ct_9","O","474b",36620,"tr_6"
48373,"P","CDI",672,"67","PZ","ct_9","O","542a",8210,"tr_1"
48375,"C","CDI",1621,"57","CA","ct_9","O","676c",22250,"tr_6"
48382,"C","CDI",1593,"57","FZ","ct_9","O","632a",16210,"tr_3"
48385,"C","CDI",1700,"57","SZ","ct_9","O","628g",14368,"tr_4"
48386,"N","CDI",418,"57","TZ","ct_7","O","563c",4771,"tr_1"
48390,"P","CDI",1586,"57","GZ","ct_9","O","685a",14861,"tr_1"
48398,"C","TTP",1407,"57","NZ","ct_9","O","676e",20051,"tr_1"
48399,"C","CDI",1610,"57","FZ","ct_9","O","671c",15258,"tr_1"
48415,"C","CDI",306,"57","GZ","ct_9","O","433b",4010,"tr_1"
48416,"C","CDI",1600,"57","KZ","ct_9","O","542a",23906,"tr_3"
48426,"P","CDI",900,"57","NZ","ct_9","O","684a",11474,"tr_5"
48445,"C","CDI",1673,"57","FZ","ct_9","O","472a",31868,"tr_3"
48449,"C","CDI",948,"57","FZ","ct_9","O","632j",6240,"tr_2"
48456,"C","CDI",1362,"57","CG","ct_9","O","625c",15812,"tr_3"
48458,"C","CDI",1820,"57","PZ","ct_8","O","341a",32710,"tr_4"
48460,"C","AUT",1860,"57","OZ","ct_2","O","333f",44073,"tr_6"
48461,"C","CDI",1630,"57","CL","ct_9","O","633c",17512,"tr_3"
48462,"C","CDI",2309,"57","NZ","ct_9","O","534a",21203,"tr_6"
48468,"C","CDI",1828,"57","PZ","ct_1","O","422e",16096,"tr_5"
48481,"C","CDI",1643,"57","QB","ct_8","O","637d",13203,"tr_4"
48482,"C","CDI",1806,"57","QA","ct_8","O","526a",20131,"tr_5"
48489,"C","AUT",1820,"57","QB","ct_3","O","434g",21057,"tr_6"
48495,"C","CDI",1842,"57","CK","ct_9","O","623f",25504,"tr_6"
48499,"C","CDI",1546,"57","CL","ct_9","O","387c",35968,"tr_5"
48500,"C","AUT",1813,"57","QB","ct_8","X","631a",9581,"tr_5"
48501,"C","CDI",1815,"57","GZ","ct_9","O","463c",31521,"tr_3"
48512,"C","CDI",1700,"57","GZ","ct_9","O","374d",32253,"tr_4"
48532,"C","CDI",1743,"57","MA","ct_9","O","387c",35782,"tr_5"
48534,"C","CDI",2068,"57","QA","ct_9","O","526e",18925,"tr_3"
48537,"C","CDI",1674,"57","GZ","ct_9","O","543g",20380,"tr_3"
48554,"C","CDI",1904,"57","HZ","ct_9","O","641a",22094,"tr_5"
48563,"C","AUT",1820,"57","OZ","ct_2","O","424a",25224,"tr_6"
48568,"C","CDI",910,"57","GZ","ct_9","O","344d",9897,"tr_0"
48569,"C","CDI",1393,"57","CL","ct_9","O","624e",22926,"tr_6"
48570,"P","CDI",696,"57","EZ","ct_9","O","485a",15857,"tr_2"
48577,"C","CDI",1940,"57","PZ","ct_8","O","341a",34780,"tr_3"
48579,"C","CDI",1820,"57","QB","ct_8","O","525d",18360,"tr_5"
48582,"C","CDI",1562,"54","CL","ct_9","O","479b",35159,"tr_6"
48583,"C","CDI",1820,"57","OZ","ct_2","O","451g",18083,"tr_2"
48590,"C","CDI",1827,"57","QB","ct_8","O","526a",22158,"tr_3"
48596,"C","CDI",1820,"57","QA","ct_8","O","526a",22627,"tr_5"
48598,"C","CDI",1820,"57","FZ","ct_9","O","382d",47399,"tr_3"
48606,"C","CDI",1613,"57","FZ","ct_9","O","681a",23973,"tr_3"
48615,"N","CDI",3000,"57","QB","ct_7","O","563a",14295,"tr_1"
48624,"C","AUT",606,"57","OZ","ct_2","O","621f",7259,"tr_3"
48628,"C","CDI",1942,"57","CG","ct_9","O","628a",25093,"tr_6"
48634,"C","CDI",1523,"57","CA","ct_9","O","636c",13671,"tr_2"
48637,"C","CDI",1838,"57","HZ","ct_9","O","451a",23470,"tr_6"
48644,"C","CDI",1512,"57","IZ","ct_8","O","561b",22436,"tr_3"
48646,"C","TTP",1811,"57","NZ","ct_9","O","526a",23688,"tr_1"
48652,"C","CDI",1820,"57","PZ","ct_5","O","372d",34174,"tr_4"
48661,"P","AUT",1213,"57","QB","ct_8","X","685a",11242,"tr_3"
48662,"C","CDI",1782,"57","QA","ct_8","O","424a",20736,"tr_5"
48666,"C","CDI",1847,"54","HZ","ct_9","O","641a",24412,"tr_5"
48667,"C","CDI",1794,"57","FZ","ct_9","O","681a",18433,"tr_1"
48668,"C","CDI",2020,"57","HZ","ct_9","O","641a",32244,"tr_3"
48670,"P","CDI",972,"57","IZ","ct_9","O","561d",6059,"tr_3"
48671,"N","CDI",1820,"54","GZ","ct_9","O","462a",32262,"tr_4"
48677,"C","AUT",1820,"57","OZ","ct_2","O","523c",18537,"tr_6"
48678,"P","CDI",1456,"57","QA","ct_8","O","431f",26060,"tr_6"
48683,"C","CDI",1312,"57","CL","ct_9","O","653a",18866,"tr_0"
48685,"C","CDI",1872,"57","CG","ct_9","O","626b",25227,"tr_6"
48691,"C","CDI",516,"57","QB","ct_8","O","526d",5187,"tr_2"
48694,"C","CDI",1908,"57","GZ","ct_9","O","551a",18239,"tr_4"
48697,"C","CDI",1589,"57","QB","ct_8","O","526c",14217,"tr_3"
48699,"P","CDI",1741,"57","OZ","ct_2","O","523c",19218,"tr_1"
48701,"C","CDD",1820,"57","QA","ct_3","O","523d",19148,"tr_6"
48703,"C","CDD",1181,"75","NZ","ct_9","O","534a",9189,"tr_4"
48706,"P","CDI",1534,"57","GZ","ct_6","O","433d",21582,"tr_1"
48711,"C","AUT",1918,"57","PZ","ct_2","O","421b",24132,"tr_1"
48719,"P","CDI",1896,"57","QB","ct_8","O","684a",16969,"tr_4"
48725,"C","CDI",1820,"57","CA","ct_9","O","622a",36208,"tr_5"
48726,"C","CDI",1628,"57","QB","ct_8","O","434d",22788,"tr_2"
48734,"N","TTP",555,"57","NZ","ct_9","O","676a",5414,"tr_1"
48755,"P","CDI",1510,"57","QA","ct_8","O","431f",24750,"tr_6"
48756,"C","CDI",1684,"57","CH","ct_9","O","673c",21372,"tr_5"
48766,"P","CDI",1596,"57","QA","ct_8","O","431f",23688,"tr_6"
48774,"C","CDI",1820,"54","QB","ct_8","O","434a",29633,"tr_4"
48776,"C","CDI",2058,"57","DZ","ct_9","O","486b",44886,"tr_6"
48777,"C","CDI",1805,"57","CL","ct_9","O","628g",28097,"tr_6"
48778,"P","CDI",1485,"57","OZ","ct_1","O","333e",31797,"tr_5"
48780,"C","CDI",2071,"57","CJ","ct_9","O","626b",27213,"tr_6"
48783,"C","CDI",1770,"57","FZ","ct_9","O","373c",19433,"tr_1"
48785,"C","CDI",1820,"57","KZ","ct_9","O","376e",39674,"tr_1"
48786,"N","CDI",2175,"57","QB","ct_7","O","563a",10346,"tr_0"
48787,"C","CDI",1336,"57","GZ","ct_9","O","554a",15255,"tr_1"
48790,"C","CDI",623,"57","FZ","ct_9","O","681a",6591,"tr_1"
48794,"C","AUT",1820,"57","PZ","ct_1","O","341a",28510,"tr_5"
48818,"C","CDI",1735,"67","SZ","ct_9","O","637d",12757,"tr_3"
48824,"P","CDI",788,"57","CH","ct_9","O","684a",8406,"tr_4"
48826,"C","CDI",1820,"57","PZ","ct_1","O","422a",22639,"tr_3"
48829,"P","AUT",1365,"54","PZ","ct_2","O","421b",17481,"tr_2"
48831,"P","CDI",178,"57","RZ","ct_8","O","435b",1612,"tr_1"
48832,"C","CDI",1832,"67","CH","ct_9","O","623e",25403,"tr_5"
48837,"C","CDI",1820,"57","FZ","ct_9","O","463e",68141,"tr_1"
48839,"C","CDI",1438,"57","NZ","ct_9","O","641a",14678,"tr_4"
48848,"C","CDI",182,"57","NZ","ct_9","O","541d",1978,"tr_6"
48851,"C","CDI",2011,"57","MA","ct_9","O","478a",33605,"tr_6"
48852,"P","CDI",480,"67","CA","ct_9","O","561d",9353,"tr_0"
48854,"C","CDI",1820,"57","QA","ct_8","O","676a",19346,"tr_6"
48863,"C","CDI",1574,"57","FZ","ct_9","O","641a",25281,"tr_2"
48865,"C","CDD",832,"57","GZ","ct_9","O","551a",7655,"tr_5"
48869,"C","CDI",1827,"57","QA","ct_8","O","526a",20447,"tr_5"
48885,"C","CDI",1624,"57","MB","ct_9","O","384a",29793,"tr_4"
48893,"C","CDI",1577,"57","CH","ct_9","O","673c",20352,"tr_5"
48895,"C","CDI",1797,"57","HZ","ct_9","O","654b",26378,"tr_4"
48898,"C","CDI",1687,"57","CJ","ct_9","O","543f",29406,"tr_6"
48902,"C","CDI",1397,"57","GZ","ct_9","O","463e",22067,"tr_3"
48907,"C","CDI",1923,"57","LZ","ct_9","O","543g",31869,"tr_5"
48909,"C","CDI",1820,"57","MA","ct_9","O","543b",24601,"tr_6"
48912,"C","CDI",1820,"57","HZ","ct_9","O","333c",26095,"tr_3"
48921,"C","CDI",1715,"57","FZ","ct_9","O","632a",23884,"tr_1"
48924,"C","CDI",1964,"57","QA","ct_9","O","526e",16579,"tr_1"
48943,"C","CDI",1820,"57","QB","ct_8","O","525d",21405,"tr_4"
48946,"C","CDI",1475,"57","SZ","ct_8","O","487a",19538,"tr_1"
48951,"C","CDI",1812,"57","MA","ct_9","O","461b",27816,"tr_5"
48958,"C","AUT",2014,"57","OZ","ct_2","O","563a",19705,"tr_6"
48961,"N","CDI",3000,"57","QB","ct_7","O","563a",13579,"tr_1"
48972,"C","AUT",1971,"57","PZ","ct_1","O","341a",37783,"tr_4"
48975,"C","CDI",1927,"57","GZ","ct_9","O","383c",40583,"tr_5"
48977,"N","TTP",232,"57","NZ","ct_9","O","676a",2392,"tr_1"
48986,"C","TTP",1146,"57","NZ","ct_9","O","622c",14837,"tr_1"
48994,"C","CDI",1720,"57","FZ","ct_9","O","681a",22312,"tr_2"
49001,"C","CDI",1820,"57","PZ","ct_8","O","422d",26744,"tr_3"
49010,"C","CDI",694,"57","PZ","ct_6","O","423a",9132,"tr_1"
49014,"C","CDI",1753,"57","CC","ct_9","O","675b",22769,"tr_4"
49015,"C","CDI",606,"57","CE","ct_9","O","462e",34499,"tr_3"
49016,"N","TTP",1055,"57","NZ","ct_9","O","477a",14509,"tr_0"
49019,"C","CDI",2100,"57","CA","ct_6","O","636c",26166,"tr_3"
49027,"C","CDI",1822,"57","GZ","ct_9","O","551a",17724,"tr_4"
49028,"C","CDI",1843,"57","QA","ct_8","O","525d",21832,"tr_5"
49032,"C","CDI",1820,"57","JA","ct_9","O","478c",23418,"tr_5"
49037,"C","CDI",172,"67","FZ","ct_9","O","481b",5703,"tr_3"
49044,"C","CDI",1444,"57","GZ","ct_9","O","554b",33854,"tr_1"
49050,"C","CDI",1361,"57","NZ","ct_8","O","435a",38295,"tr_1"
49064,"N","TTP",1979,"57","NZ","ct_9","O","651a",25283,"tr_1"
49065,"C","CDI",1820,"57","GZ","ct_9","O","462b",30285,"tr_3"
49067,"N","CDI",574,"54","PZ","ct_8","O","423b",7594,"tr_3"
49072,"C","CDI",1047,"57","FZ","ct_9","O","641a",18983,"tr_4"
49075,"C","CDI",993,"57","GZ","ct_9","O","463e",11360,"tr_3"
49083,"P","CDI",1061,"57","NZ","ct_9","O","684a",8437,"tr_3"
49084,"C","CDI",1821,"67","QB","ct_8","O","434c",25886,"tr_3"
49089,"C","CDI",1620,"57","KZ","ct_8","O","467c",23417,"tr_0"
49093,"P","CDI",910,"57","CH","ct_9","O","541d",10378,"tr_4"
49100,"C","CDI",1772,"57","CL","ct_9","O","623f",23108,"tr_5"
49104,"P","CDI",1590,"57","MA","ct_9","O","542a",19903,"tr_4"
49106,"C","CDI",1548,"57","CL","ct_9","O","624c",30257,"tr_6"
49116,"C","CDI",1825,"57","QA","ct_3","O","525d",19330,"tr_6"
49119,"P","AUT",910,"57","QB","ct_8","X","676e",5733,"tr_5"
49124,"P","CDI",1771,"57","PZ","ct_9","O","461f",23749,"tr_1"
49126,"C","CDI",1757,"57","CK","ct_9","O","474c",25164,"tr_3"
49127,"C","CDI",1225,"54","MA","ct_9","O","461d",19449,"tr_0"
49142,"C","CDI",1759,"57","CK","ct_9","O","623g",25179,"tr_4"
49147,"C","CDI",2428,"57","HZ","ct_9","O","643a",27850,"tr_4"
49150,"C","CDI",1838,"57","HZ","ct_9","O","546c",20395,"tr_5"
49151,"C","CDI",2005,"57","HZ","ct_9","O","641a",17073,"tr_2"
49155,"C","CDI",1820,"57","QB","ct_8","O","526a",20269,"tr_4"
49157,"C","CDI",1580,"67","IZ","ct_9","O","561b",12126,"tr_3"
49163,"C","CDI",1771,"57","FZ","ct_9","O","681a",16334,"tr_1"
49164,"C","CDD",619,"57","CA","ct_9","O","554a",7115,"tr_3"
49169,"C","CDI",1322,"57","CM","ct_9","O","628a",12299,"tr_5"
49174,"C","CDI",1567,"57","GZ","ct_9","O","374a",27381,"tr_1"
49176,"C","CDI",1882,"57","HZ","ct_9","O","641a",25593,"tr_5"
49182,"C","CDI",2005,"57","CH","ct_9","O","673c",23682,"tr_6"
49184,"P","CDI",1671,"57","RZ","ct_8","O","435b",14973,"tr_1"
49186,"C","CDI",2200,"57","HZ","ct_9","O","641a",22543,"tr_3"
49199,"C","CDI",1837,"67","CK","ct_9","O","483a",30856,"tr_5"
49204,"C","CDI",1815,"57","HZ","ct_9","O","652a",14837,"tr_6"
49205,"P","CDI",900,"57","QA","ct_6","O","542a",8104,"tr_1"
49210,"P","CDI",1015,"57","NZ","ct_9","O","542a",15850,"tr_1"
49212,"C","CDI",1815,"57","HZ","ct_9","O","651b",20612,"tr_4"
49222,"C","CDI",1602,"57","NZ","ct_9","O","541d",14900,"tr_6"
49227,"C","CDI",350,"57","CM","ct_9","O","685a",5611,"tr_0"
49228,"C","CDI",1820,"67","HZ","ct_9","O","641a",11847,"tr_2"
49240,"C","CDI",1186,"57","MA","ct_9","O","342g",21397,"tr_1"
49251,"P","CDI",486,"57","QB","ct_8","O","434b",4406,"tr_3"
49259,"C","CDI",1820,"57","JA","ct_9","O","478c",26023,"tr_5"
49261,"P","CDI",1638,"57","QB","ct_8","O","543b",17228,"tr_4"
49262,"C","CDI",1916,"57","QA","ct_9","O","431f",31600,"tr_6"
49269,"C","CDI",726,"57","IZ","ct_9","O","636d",12424,"tr_1"
49270,"C","CDI",1828,"57","KZ","ct_9","O","373a",39360,"tr_6"
49274,"C","CDI",1565,"57","FZ","ct_9","O","681b",22932,"tr_1"
49279,"C","CDI",1535,"57","FZ","ct_9","O","624d",14075,"tr_1"
49300,"C","CDI",1673,"57","GZ","ct_9","O","556a",10266,"tr_1"
49304,"P","CDI",1120,"57","LZ","ct_9","O","543g",12225,"tr_3"
49310,"C","CDD",313,"57","FZ","ct_9","O","681a",2296,"tr_0"
49313,"C","CDI",1182,"57","CH","ct_9","O","384a",37713,"tr_6"
49317,"C","CDI",1827,"57","CE","ct_9","O","484a",40568,"tr_6"
49323,"C","CDI",1697,"57","CH","ct_9","O","674d",19802,"tr_2"
49334,"C","CDI",1612,"55","CA","ct_9","O","636a",17286,"tr_2"
49335,"N","CDI",910,"57","QB","ct_7","O","563a",4488,"tr_0"
49336,"C","CDI",1604,"57","CL","ct_9","O","628c",23490,"tr_5"
49345,"N","CDI",361,"57","TZ","ct_7","O","563c",3030,"tr_1"
49363,"C","APP",1204,"57","CA","ct_9","A","683a",6049,"tr_1"
49364,"C","CDI",599,"57","FZ","ct_9","O","632a",6957,"tr_3"
49374,"C","CDI",1827,"57","CA","ct_9","O","484a",32614,"tr_3"
49376,"P","CDI",1154,"57","QA","ct_1","O","431a",16298,"tr_4"
49377,"C","CDI",1410,"57","QA","ct_9","O","684a",15559,"tr_1"
49385,"C","CDI",900,"57","HZ","ct_5","O","676e",12333,"tr_4"
49387,"P","CDI",535,"57","NZ","ct_9","O","682a",5652,"tr_1"
49391,"C","CDI",1589,"02","NZ","ct_9","O","625h",19958,"tr_5"
49393,"C","CDI",1825,"57","QA","ct_3","O","523d",18484,"tr_6"
49400,"P","CDD",397,"57","GZ","ct_9","O","554e",3436,"tr_1"
49401,"C","CDI",1566,"57","SZ","ct_6","O","562b",14817,"tr_1"
49417,"C","CDI",1635,"57","FZ","ct_9","O","671c",21621,"tr_3"
49429,"P","CDI",936,"69","QA","ct_9","O","541d",7267,"tr_1"
49433,"C","CDI",1801,"57","QB","ct_8","O","434d",19792,"tr_4"
49469,"C","CDI",1395,"54","CH","ct_9","O","475b",19044,"tr_5"
49477,"C","CDI",1556,"57","KZ","ct_9","O","542a",20125,"tr_1"
49480,"P","CDI",1213,"57","PZ","ct_8","O","421b",14464,"tr_4"
49489,"P","CDI",1238,"57","IZ","ct_9","O","561d",6606,"tr_3"
49490,"C","CDI",1820,"57","QB","ct_8","O","636d",28753,"tr_3"
49493,"C","CDI",1062,"57","GZ","ct_9","O","634c",8959,"tr_1"
49504,"C","CDI",1820,"57","PZ","ct_8","O","422c",21032,"tr_5"
49508,"C","CDI",627,"57","QB","ct_8","O","685a",7947,"tr_5"
49514,"P","CDI",921,"57","QB","ct_8","O","311d",17486,"tr_2"
49515,"C","CDI",2134,"67","HZ","ct_9","O","641a",21917,"tr_4"
49522,"C","CDI",2089,"57","HZ","ct_9","O","641a",25958,"tr_5"
49527,"P","CDI",1038,"57","NZ","ct_9","O","684a",8857,"tr_4"
49528,"C","CDD",505,"57","IZ","ct_9","O","636d",5611,"tr_0"
49533,"P","CDI",1174,"57","IZ","ct_9","O","561f",6683,"tr_0"
49546,"C","CDI",682,"57","IZ","ct_9","O","636d",5167,"tr_1"
49547,"C","CDI",1826,"67","CG","ct_9","O","653a",24689,"tr_5"
49557,"C","CDI",1393,"57","HZ","ct_9","O","641b",19605,"tr_6"
49562,"C","CDI",1732,"57","MA","ct_9","O","461e",27299,"tr_1"
49565,"P","CDI",1509,"57","KZ","ct_9","O","467a",25783,"tr_2"
49566,"C","CDI",1820,"57","OZ","ct_1","O","461f",31547,"tr_3"
49571,"P","CDI",780,"57","NZ","ct_9","O","684a",10654,"tr_6"
49573,"C","CDI",1497,"57","GZ","ct_9","O","541b",17960,"tr_0"
49579,"N","CDI",966,"57","TZ","ct_7","O","563c",11718,"tr_0"
49583,"P","CDI",1467,"57","MA","ct_8","O","461d",33124,"tr_5"
49584,"N","TTP",1205,"57","NZ","ct_9","O","632g",11286,"tr_1"
49599,"C","CDI",1430,"57","QA","ct_6","O","526b",14564,"tr_1"
49601,"C","CDI",839,"57","NZ","ct_9","O","534a",7704,"tr_0"
49603,"C","CDI",1556,"57","GZ","ct_9","O","433a",21373,"tr_3"
49614,"C","CDI",1820,"58","CC","ct_9","O","675b",12206,"tr_4"
49616,"C","CDI",1820,"58","PZ","ct_8","O","341a",24997,"tr_3"
49637,"C","CDI",1965,"58","PZ","ct_4","O","461f",24195,"tr_2"
49644,"C","CDI",2012,"58","HZ","ct_9","O","641a",22190,"tr_4"
49645,"C","CDI",1707,"58","GZ","ct_9","O","551a",14599,"tr_4"
49678,"C","CDI",597,"58","QB","ct_8","O","526a",12626,"tr_3"
49682,"C","CDI",1878,"58","HZ","ct_9","O","641a",21051,"tr_4"
49696,"C","CDI",1679,"58","LZ","ct_9","O","463e",14249,"tr_0"
49699,"C","CDI",1790,"58","EZ","ct_9","O","485a",32718,"tr_4"
49700,"C","CDI",1215,"58","QB","ct_8","O","563a",26294,"tr_4"
49710,"P","CDD",1067,"58","SZ","ct_8","O","675a",9860,"tr_3"
49715,"N","CDI",1589,"58","LZ","ct_9","O","376g",55995,"tr_1"
49743,"C","CDI",1449,"58","SZ","ct_6","O","562b",11262,"tr_1"
49746,"P","CDD",574,"58","GZ","ct_9","O","554e",5452,"tr_1"
49755,"C","CDI",1644,"58","GZ","ct_9","O","462b",18386,"tr_4"
49763,"C","CDI",1810,"58","MA","ct_8","O","372c",34872,"tr_1"
49766,"C","AUT",1820,"58","PZ","ct_2","O","421b",20180,"tr_1"
49775,"C","CDI",1863,"33","NZ","ct_9","O","534a",21873,"tr_6"
49777,"C","CDI",1857,"58","CH","ct_9","O","387c",30837,"tr_6"
49781,"C","APP",1631,"58","MA","ct_9","A","681a",9582,"tr_1"
49790,"C","CDI",1773,"58","HZ","ct_9","O","387e",34759,"tr_6"
49798,"C","CDI",1791,"58","GZ","ct_9","O","344d",49812,"tr_2"
49809,"C","CDI",1658,"58","CK","ct_9","O","623a",19749,"tr_3"
49814,"C","CDI",1820,"69","MA","ct_9","O","383a",87142,"tr_1"
49816,"C","CDI",1820,"58","CH","ct_9","O","623g",25527,"tr_1"
49817,"C","CDI",1820,"58","KZ","ct_9","O","467a",19496,"tr_6"
49824,"C","CDI",1626,"58","CM","ct_9","O","674d",21668,"tr_5"
49842,"C","CDI",1575,"58","CM","ct_9","O","433c",16075,"tr_2"
49846,"C","CDI",1820,"18","SZ","ct_9","O","562b",11160,"tr_1"
49858,"C","CDI",1611,"58","LZ","ct_9","O","463a",17710,"tr_0"
49865,"P","CDI",497,"89","GZ","ct_9","O","374d",14501,"tr_3"
49870,"C","CDD",636,"58","FZ","ct_2","O","525b",6862,"tr_1"
49877,"N","CDI",1623,"58","TZ","ct_7","O","563c",15639,"tr_1"
49881,"C","CDI",1609,"58","CG","ct_9","O","628d",18214,"tr_3"
49898,"C","CDI",1873,"58","QB","ct_8","O","431f",29116,"tr_3"
49901,"C","CDI",1820,"58","HZ","ct_9","O","641a",27487,"tr_6"
49908,"C","CDI",1820,"59","QA","ct_3","O","332b",52640,"tr_6"
49912,"C","CDI",1570,"59","QB","ct_8","O","434f",14324,"tr_5"
49925,"N","CDI",503,"59","TZ","ct_7","O","563c",4803,"tr_1"
49929,"P","CDI",1020,"59","CH","ct_9","O","388c",47718,"tr_6"
49934,"C","CDI",1589,"59","QB","ct_8","O","526d",17131,"tr_3"
49936,"C","AUT",1985,"59","OZ","ct_2","O","531b",24760,"tr_6"
49950,"C","CDI",1820,"59","JB","ct_9","O","372a",51332,"tr_4"
49954,"C","CDI",1752,"59","HZ","ct_9","O","676c",14903,"tr_3"
49965,"C","CDI",1810,"59","QB","ct_8","O","525b",15490,"tr_5"
49968,"P","CDI",1578,"59","QB","ct_8","O","563b",19246,"tr_4"
49971,"C","CDI",1820,"59","HZ","ct_9","O","451a",19377,"tr_6"
49972,"C","CDI",903,"59","PZ","ct_9","O","386b",42097,"tr_2"
49974,"C","AUT",1820,"59","QA","ct_3","O","431f",26302,"tr_6"
49976,"P","CDD",573,"59","LZ","ct_9","O","542a",4564,"tr_1"
49982,"C","CDI",1820,"59","QB","ct_8","O","526a",25853,"tr_4"
49993,"C","CDI",1476,"59","MA","ct_9","O","372c",24002,"tr_0"
50002,"C","APP",864,"59","CA","ct_6","A","683a",2906,"tr_1"
50005,"C","CDI",1799,"62","FZ","ct_9","O","481a",32173,"tr_0"
50011,"C","CDI",1820,"59","PZ","ct_8","O","422b",30204,"tr_4"
50014,"C","CDI",1147,"59","JC","ct_9","O","478a",14349,"tr_2"
50021,"C","CDD",1141,"59","GZ","ct_9","O","554c",12293,"tr_5"
50023,"C","AUT",1820,"59","OZ","ct_2","O","621f",23013,"tr_5"
50032,"P","CDI",412,"59","QA","ct_3","O","451h",6599,"tr_6"
50033,"C","CDI",1578,"59","CH","ct_9","O","628b",29865,"tr_6"
50034,"C","CDI",1138,"93","HZ","ct_9","O","546d",17470,"tr_6"
50037,"N","CDI",1820,"75","NZ","ct_9","O","374a",50208,"tr_3"
50039,"C","CDI",1765,"59","HZ","ct_9","O","477a",40482,"tr_4"
50047,"C","TTP",1415,"59","NZ","ct_9","O","676a",16699,"tr_3"
50048,"C","CDI",1810,"59","CM","ct_9","O","433c",20779,"tr_2"
50053,"C","CDI",2200,"31","HZ","ct_9","O","641a",24895,"tr_2"
50054,"C","CDI",1744,"59","QB","ct_8","O","542a",19572,"tr_3"
50055,"P","CDI",1334,"59","GZ","ct_9","O","676c",13465,"tr_1"
50056,"C","CDI",1610,"59","FZ","ct_9","O","628b",21566,"tr_4"
50059,"P","CDI",375,"62","QA","ct_8","O","526a",7727,"tr_5"
50060,"C","CDI",1890,"59","QA","ct_9","O","526e",16904,"tr_1"
50061,"N","AUT",544,"62","CJ","ct_9","X","462e",9134,"tr_5"
50062,"C","CDI",1974,"59","NZ","ct_9","O","374c",37996,"tr_3"
50071,"C","CDI",1701,"59","CL","ct_9","O","673c",27575,"tr_6"
50074,"C","CDI",1820,"59","LZ","ct_9","O","463e",70182,"tr_2"
50077,"C","CDI",1636,"59","JC","ct_9","O","388a",31114,"tr_5"
50082,"N","CDI",1066,"59","QB","ct_7","O","563a",4888,"tr_0"
50083,"N","CDI",317,"59","TZ","ct_7","O","563a",2196,"tr_1"
50084,"C","CDI",990,"59","JC","ct_9","O","463a",25521,"tr_0"
50098,"C","CDI",1723,"59","CM","ct_9","O","627d",14838,"tr_3"
50110,"C","CDI",1878,"62","CC","ct_9","O","675c",20147,"tr_5"
50114,"C","CDI",1640,"59","FZ","ct_9","O","462e",18657,"tr_2"
50116,"C","CDI",218,"59","LZ","ct_9","O","543f",2995,"tr_4"
50118,"C","CDI",1233,"59","QB","ct_9","O","525d",14938,"tr_4"
50122,"C","CDI",1820,"59","PZ","ct_9","O","388a",36768,"tr_6"
50125,"P","AUT",128,"59","IZ","ct_9","X","561d",1295,"tr_3"
50128,"C","CDI",1657,"59","QB","ct_9","O","526c",17153,"tr_1"
50132,"C","CDI",1603,"75","FZ","ct_9","O","621e",22409,"tr_6"
50137,"C","CDI",1925,"59","CC","ct_9","O","486b",39358,"tr_5"
50138,"C","CDI",1867,"59","NZ","ct_9","O","543h",26264,"tr_5"
50146,"C","CDI",1538,"59","IZ","ct_9","O","463e",20374,"tr_0"
50147,"C","CDI",1819,"59","QB","ct_8","O","434e",22772,"tr_3"
50151,"C","CDI",1845,"59","HZ","ct_9","O","628a",25575,"tr_5"
50152,"C","CDI",1023,"59","CH","ct_9","O","475b",22898,"tr_6"
50154,"C","CDI",1140,"59","IZ","ct_9","O","561c",11606,"tr_1"
50167,"C","AUT",1820,"59","PZ","ct_1","O","523b",18548,"tr_6"
50180,"C","CDI",269,"59","FZ","ct_6","O","632g",4747,"tr_0"
50182,"C","CDI",1151,"59","HZ","ct_9","O","653a",10657,"tr_6"
50183,"C","CDI",1767,"59","NZ","ct_9","O","461f",22211,"tr_6"
50184,"C","CDI",1494,"59","NZ","ct_6","O","461c",11848,"tr_1"
50188,"C","CDI",1619,"59","CH","ct_9","O","628g",23167,"tr_6"
