"Uid","emp"
52719,"temp|2|1"
52722,"temp|1|6"
52725,"temp|1|5"
52727,"temp|1|6"
52738,"temp|1|6"
52759,"temp|1|3"
52761,"temp|1|6"
52773,"temp|2|2"
52793,"temp|1|6"
52806,"temp|1|6"
52814,"temp|1|6"
52823,"temp|1|3"
52829,"temp|1|6"
52831,"temp|1|6"
52867,"temp|1|6"
52871,"temp|1|6"
52872,"temp|1|6"
52873,"temp|2|1"
52878,"temp|1|6"
52880,"temp|1|2"
52886,"temp|1|3"
52889,"temp|2|2"
52894,"temp|1|6"
52903,"temp|1|6"
52906,"temp|1|5"
52909,"temp|1|6"
52910,"temp|1|5"
52915,"temp|1|6"
52917,"temp|1|6"
52923,"temp|1|6"
52926,"temp|1|6"
52932,"temp|2|1"
52936,"temp|1|5"
52938,"temp|1|5"
52944,"temp|1|6"
52945,"temp|1|5"
52949,"temp|1|6"
52956,"temp|1|6"
52969,"temp|2|1"
52978,"temp|1|5"
52980,"temp|1|6"
52990,"temp|1|6"
52995,"temp|1|6"
52996,"temp|1|6"
53000,"temp|1|6"
53007,"temp|1|5"
53011,"temp|1|6"
53023,"temp|1|6"
53032,"temp|1|6"
53033,"temp|1|6"
53035,"temp|1|6"
53036,"temp|1|6"
53037,"temp|1|1"
53038,"temp|1|6"
53053,"temp|1|6"
53055,"temp|1|6"
53056,"temp|1|6"
53062,"temp|1|5"
53070,"temp|1|5"
53082,"temp|1|6"
53102,"temp|1|6"
53103,"temp|1|6"
53107,"temp|1|6"
53110,"temp|1|6"
53112,"temp|1|6"
53118,"temp|1|6"
53119,"temp|1|6"
53131,"temp|1|6"
53133,"temp|1|6"
53139,"temp|1|6"
53140,"temp|1|6"
53143,"temp|1|5"
53146,"temp|1|6"
53149,"temp|1|6"
53152,"temp|1|1"
53155,"temp|1|6"
53159,"temp|1|1"
53166,"temp|1|6"
53167,"temp|1|6"
53168,"temp|1|3"
53170,"temp|1|6"
53174,"temp|1|6"
53180,"temp|1|6"
53181,"temp|1|3"
53205,"temp|1|6"
53207,"temp|1|2"
53209,"temp|1|6"
53223,"temp|1|6"
53226,"temp|1|5"
53228,"temp|1|6"
53230,"temp|1|6"
53237,"temp|1|5"
53238,"temp|1|6"
53253,"temp|1|2"
53257,"temp|1|6"
53258,"temp|1|6"
53259,"temp|2|1"
53260,"temp|1|6"
53262,"temp|1|6"
53264,"temp|1|6"
53274,"temp|1|6"
53277,"temp|1|6"
53281,"temp|2|1"
53286,"temp|2|2"
53291,"temp|1|6"
53294,"temp|1|6"
53297,"temp|1|5"
53305,"temp|1|6"
53308,"temp|1|6"
53312,"temp|1|6"
53315,"temp|2|2"
53319,"temp|1|6"
53327,"temp|1|5"
53330,"temp|2|1"
53334,"temp|1|6"
53335,"temp|1|6"
53337,"temp|1|6"
53343,"temp|1|6"
53344,"temp|1|5"
53351,"temp|1|6"
53358,"temp|1|5"
53359,"temp|1|5"
53370,"temp|2|1"
53374,"temp|1|6"
53375,"temp|2|1"
53377,"temp|1|6"
53378,"temp|1|5"
53379,"temp|1|2"
53381,"temp|1|6"
53384,"temp|1|6"
53385,"temp|1|6"
53388,"temp|1|6"
53393,"temp|1|6"
53396,"temp|1|6"
53397,"temp|1|6"
53410,"temp|1|6"
53412,"temp|1|6"
53419,"temp|2|1"
53421,"temp|1|6"
53423,"temp|2|1"
53424,"temp|1|6"
53425,"temp|1|5"
53430,"temp|1|6"
53434,"temp|1|6"
53435,"temp|1|6"
53439,"temp|1|6"
53448,"temp|1|6"
53450,"temp|1|6"
53451,"temp|1|5"
53453,"temp|1|5"
53454,"temp|1|6"
53455,"temp|2|2"
53463,"temp|1|6"
53472,"temp|1|6"
53484,"temp|1|5"
53489,"temp|1|6"
53490,"temp|1|3"
53494,"temp|1|6"
53495,"temp|1|6"
53497,"temp|1|6"
53498,"temp|1|6"
53504,"temp|1|1"
53505,"temp|1|5"
53515,"temp|1|6"
53522,"temp|1|6"
53531,"temp|1|6"
53534,"temp|1|6"
53544,"temp|1|6"
53551,"temp|1|6"
53555,"temp|1|6"
53565,"temp|1|6"
53570,"temp|1|6"
53572,"temp|1|6"
53578,"temp|1|6"
53579,"temp|1|6"
53583,"temp|1|6"
53584,"temp|1|6"
53587,"temp|2|1"
53590,"temp|1|6"
53591,"temp|1|6"
53597,"temp|1|6"
53602,"temp|1|6"
53604,"temp|1|6"
53605,"temp|1|5"
53608,"temp|1|6"
53613,"temp|1|6"
53619,"temp|1|6"
53625,"temp|1|6"
53634,"temp|1|5"
53638,"temp|1|6"
53643,"temp|1|5"
53648,"temp|1|5"
53654,"temp|1|6"
53660,"temp|1|6"
53664,"temp|2|2"
53670,"temp|1|6"
53676,"temp|1|6"
53679,"temp|1|5"
53681,"temp|1|5"
53686,"temp|1|6"
53688,"temp|1|6"
53689,"temp|1|6"
53690,"temp|1|6"
53700,"temp|1|6"
53709,"temp|1|6"
53712,"temp|1|5"
53714,"temp|1|6"
53719,"temp|1|6"
53742,"temp|1|6"
53743,"temp|1|4"
53745,"temp|1|5"
53753,"temp|1|6"
53758,"temp|1|6"
53761,"temp|1|6"
53763,"temp|1|6"
53770,"temp|1|6"
53775,"temp|1|6"
53779,"temp|1|6"
53782,"temp|1|6"
53783,"temp|1|5"
53786,"temp|1|6"
53793,"temp|1|6"
53805,"temp|1|6"
53807,"temp|1|6"
53808,"temp|1|6"
53817,"temp|1|6"
53833,"temp|1|6"
53841,"temp|1|5"
53857,"temp|1|6"
53858,"temp|2|1"
53860,"temp|1|6"
53865,"temp|1|6"
53866,"temp|1|6"
53879,"temp|1|6"
53882,"temp|1|6"
53888,"temp|1|6"
53890,"temp|1|6"
53891,"temp|1|6"
53897,"temp|2|2"
53904,"temp|1|6"
53913,"temp|1|6"
53916,"temp|1|6"
53920,"temp|1|5"
53924,"temp|1|6"
53933,"temp|1|2"
53937,"temp|1|6"
53938,"temp|1|6"
53939,"temp|1|6"
53941,"temp|1|6"
53950,"temp|1|6"
53952,"temp|1|5"
53955,"temp|1|5"
53958,"temp|1|6"
53963,"temp|1|6"
53966,"temp|1|6"
53968,"temp|1|6"
53969,"temp|1|6"
53970,"temp|1|5"
53972,"temp|2|1"
53973,"temp|2|2"
53975,"temp|1|6"
53984,"temp|1|5"
53987,"temp|1|1"
53991,"temp|1|6"
53995,"temp|1|1"
53996,"temp|2|1"
54001,"temp|1|6"
54002,"temp|1|6"
54004,"temp|1|6"
54009,"temp|1|5"
54010,"temp|2|2"
54013,"temp|1|6"
54014,"temp|1|6"
54016,"temp|1|6"
54018,"temp|2|1"
54023,"temp|2|1"
54024,"temp|1|6"
54034,"temp|1|6"
54037,"temp|1|6"
54038,"temp|1|6"
54043,"temp|1|6"
54044,"temp|1|6"
54056,"temp|1|6"
54060,"temp|1|6"
54061,"temp|1|6"
54073,"temp|1|6"
54078,"temp|1|6"
54080,"temp|1|6"
54095,"temp|1|6"
54100,"temp|1|6"
54107,"temp|1|6"
54112,"temp|1|1"
54120,"temp|1|6"
54121,"temp|1|6"
54127,"temp|1|6"
54132,"temp|2|2"
54137,"temp|1|6"
54139,"temp|1|6"
54146,"temp|1|6"
54151,"temp|1|6"
54154,"temp|1|6"
54157,"temp|2|2"
54158,"temp|1|6"
54159,"temp|1|6"
54162,"temp|1|6"
54170,"temp|1|6"
54172,"temp|1|6"
54176,"temp|1|6"
54186,"temp|1|6"
54189,"temp|1|6"
54195,"temp|1|6"
54198,"temp|2|1"
54200,"temp|1|6"
54210,"temp|1|6"
54215,"temp|1|6"
54217,"temp|1|6"
54218,"temp|1|6"
54221,"temp|1|5"
54224,"temp|1|6"
54230,"temp|1|5"
54233,"temp|1|6"
54234,"temp|2|2"
54246,"temp|1|6"
54249,"temp|1|6"
54254,"temp|2|1"
54260,"temp|1|6"
54261,"temp|2|1"
54263,"temp|2|1"
54268,"temp|1|6"
54270,"temp|1|5"
54285,"temp|1|6"
54287,"temp|1|6"
54289,"temp|1|6"
54294,"temp|1|6"
54302,"temp|1|6"
54304,"temp|2|2"
54305,"temp|1|6"
54312,"temp|1|6"
54324,"temp|1|5"
54327,"temp|1|6"
54335,"temp|1|6"
54339,"temp|1|6"
54347,"temp|1|6"
54348,"temp|1|6"
54349,"temp|2|1"
54360,"temp|1|6"
54363,"temp|1|6"
54369,"temp|1|6"
54373,"temp|1|6"
54377,"temp|1|5"
54378,"temp|1|6"
54387,"temp|1|6"
54393,"temp|1|6"
54394,"temp|1|6"
54406,"temp|1|6"
54408,"temp|1|6"
54416,"temp|1|6"
54421,"temp|1|6"
54425,"temp|1|6"
54428,"temp|1|6"
54439,"temp|1|6"
54451,"temp|1|6"
54461,"temp|1|6"
54473,"temp|1|6"
54476,"temp|1|6"
54477,"temp|1|6"
54486,"temp|1|6"
54487,"temp|1|6"
54495,"temp|1|6"
54496,"temp|1|6"
54500,"temp|1|1"
54508,"temp|1|6"
54511,"temp|1|6"
54513,"temp|1|6"
54516,"temp|1|6"
54523,"temp|1|6"
54534,"temp|1|6"
54537,"temp|2|1"
54542,"temp|1|6"
54543,"temp|1|6"
54551,"temp|1|6"
54553,"temp|1|6"
54554,"temp|1|6"
54556,"temp|1|6"
54561,"temp|1|6"
54564,"temp|1|6"
54567,"temp|1|6"
54571,"temp|1|6"
54575,"temp|1|6"
54576,"temp|1|6"
54578,"temp|1|6"
54579,"temp|1|6"
54583,"temp|1|6"
54584,"temp|2|1"
54603,"temp|1|6"
54608,"temp|1|6"
54610,"temp|1|6"
54613,"temp|1|6"
54614,"temp|1|6"
54618,"temp|1|5"
54620,"temp|1|6"
54622,"temp|1|6"
54623,"temp|1|6"
54629,"temp|1|6"
54633,"temp|1|6"
54635,"temp|1|6"
54636,"temp|1|5"
54637,"temp|1|6"
54640,"temp|1|5"
54643,"temp|1|5"
54647,"temp|2|1"
54652,"temp|1|6"
54653,"temp|1|5"
54654,"temp|1|5"
54655,"temp|1|5"
54657,"temp|1|6"
54659,"temp|1|6"
54667,"temp|1|6"
54678,"temp|1|6"
54679,"temp|1|5"
54682,"temp|1|6"
54693,"temp|1|6"
54703,"temp|1|2"
54708,"temp|1|6"
54712,"temp|1|6"
54713,"temp|1|6"
54719,"temp|1|6"
54723,"temp|1|6"
54727,"temp|1|6"
54746,"temp|1|6"
54752,"temp|1|6"
54755,"temp|1|6"
54759,"temp|1|6"
54761,"temp|1|1"
54766,"temp|1|6"
54787,"temp|1|6"
54788,"temp|1|6"
54791,"temp|1|6"
54794,"temp|1|6"
54798,"temp|1|6"
54800,"temp|1|6"
54802,"temp|1|6"
54808,"temp|1|6"
54814,"temp|2|2"
54820,"temp|1|5"
54821,"temp|1|6"
54823,"temp|1|6"
54825,"temp|1|6"
54826,"temp|1|6"
54828,"temp|1|5"
54830,"temp|1|6"
54831,"temp|1|6"
54836,"temp|1|6"
54839,"temp|1|6"
54854,"temp|1|6"
54858,"temp|1|6"
54861,"temp|1|6"
54862,"temp|1|6"
54867,"temp|1|6"
54874,"temp|1|5"
54887,"temp|1|6"
54888,"temp|1|6"
54897,"temp|1|6"
54901,"temp|1|6"
54902,"temp|1|5"
54914,"temp|1|6"
54921,"temp|1|6"
54923,"temp|1|6"
54930,"temp|1|6"
54934,"temp|1|6"
54937,"temp|1|2"
54950,"temp|2|1"
54956,"temp|1|6"
54957,"temp|1|2"
54963,"temp|1|6"
54965,"temp|2|2"
54969,"temp|1|5"
54974,"temp|1|6"
54977,"temp|1|6"
54980,"temp|2|2"
54982,"temp|1|6"
54984,"temp|1|6"
54996,"temp|1|6"
55002,"temp|1|6"
55003,"temp|1|6"
55004,"temp|2|2"
55013,"temp|1|5"
55015,"temp|1|2"
55017,"temp|1|6"
55018,"temp|1|6"
55021,"temp|1|6"
55025,"temp|1|6"
55029,"temp|1|6"
55032,"temp|1|6"
55034,"temp|1|6"
55036,"temp|1|6"
55039,"temp|1|6"
55045,"temp|2|1"
55054,"temp|1|6"
55056,"temp|1|6"
55065,"temp|2|2"
55069,"temp|1|5"
55078,"temp|1|6"
55099,"temp|1|5"
55102,"temp|1|6"
55104,"temp|1|5"
55105,"temp|1|6"
55108,"temp|1|5"
55113,"temp|1|6"
55115,"temp|1|6"
55119,"temp|1|6"
55129,"temp|1|6"
55130,"temp|1|6"
55132,"temp|1|6"
55137,"temp|1|2"
55138,"temp|1|6"
55144,"temp|1|5"
55154,"temp|1|6"
55155,"temp|1|2"
55156,"temp|1|6"
55158,"temp|1|6"
55171,"temp|1|6"
55177,"temp|1|6"
55182,"temp|1|1"
55183,"temp|2|2"
55185,"temp|1|6"
55190,"temp|1|6"
55195,"temp|1|5"
55218,"temp|1|6"
55220,"temp|1|6"
55223,"temp|1|5"
55226,"temp|1|6"
55229,"temp|1|6"
55233,"temp|1|6"
55237,"temp|1|6"
55242,"temp|1|6"
55246,"temp|1|6"
55247,"temp|1|6"
55249,"temp|1|6"
55254,"temp|2|2"
55257,"temp|1|6"
55259,"temp|1|6"
55260,"temp|1|6"
55268,"temp|1|2"
55269,"temp|1|6"
55271,"temp|1|6"
55272,"temp|1|6"
55276,"temp|1|6"
55278,"temp|1|6"
55280,"temp|1|6"
55289,"temp|1|6"
55293,"temp|1|5"
55302,"temp|1|6"
55308,"temp|1|6"
55312,"temp|1|6"
55321,"temp|1|6"
55323,"temp|1|6"
55327,"temp|1|6"
55331,"temp|1|6"
55332,"temp|1|6"
55335,"temp|1|6"
55336,"temp|1|6"
55339,"temp|1|5"
55340,"temp|1|6"
55341,"temp|1|6"
55342,"temp|1|6"
55344,"temp|1|6"
55351,"temp|1|6"
55355,"temp|1|6"
55356,"temp|2|2"
55362,"temp|1|6"
55365,"temp|1|6"
55373,"temp|1|6"
55377,"temp|1|6"
55381,"temp|2|1"
55385,"temp|2|1"
55390,"temp|1|5"
55391,"temp|1|6"
55393,"temp|2|1"
55398,"temp|1|6"
55404,"temp|1|6"
55411,"temp|1|6"
55413,"temp|1|1"
55414,"temp|1|5"
55416,"temp|1|6"
55419,"temp|1|6"
55425,"temp|1|6"
55428,"temp|1|6"
55430,"temp|1|5"
55434,"temp|1|6"
55436,"temp|1|6"
55440,"temp|1|6"
55443,"temp|1|5"
55461,"temp|1|6"
55462,"temp|1|6"
55466,"temp|1|6"
55471,"temp|1|6"
55472,"temp|1|6"
55475,"temp|1|6"
55480,"temp|2|1"
55487,"temp|1|6"
55488,"temp|1|6"
55497,"temp|1|6"
55499,"temp|1|6"
55500,"temp|1|6"
55501,"temp|1|6"
55503,"temp|1|6"
55506,"temp|1|6"
55509,"temp|1|6"
55512,"temp|1|6"
55514,"temp|1|5"
55524,"temp|1|6"
55527,"temp|1|6"
55529,"temp|1|6"
55530,"temp|1|6"
55534,"temp|1|6"
55544,"temp|1|6"
55568,"temp|1|5"
55570,"temp|1|6"
55576,"temp|1|6"
55585,"temp|1|6"
55586,"temp|1|6"
55590,"temp|1|6"
55596,"temp|1|6"
55601,"temp|1|6"
55608,"temp|1|6"
55609,"temp|1|6"
55612,"temp|1|6"
55615,"temp|1|6"
55623,"temp|1|6"
55625,"temp|1|6"
55636,"temp|1|6"
55639,"temp|1|6"
55640,"temp|1|6"
55642,"temp|1|6"
55643,"temp|1|6"
55654,"temp|1|1"
55661,"temp|1|6"
55663,"temp|1|6"
55665,"temp|1|6"
55666,"temp|2|1"
55672,"temp|1|6"
55675,"temp|1|6"
55687,"temp|1|3"
55694,"temp|1|6"
55695,"temp|1|6"
55698,"temp|1|6"
55709,"temp|1|6"
55715,"temp|2|2"
55717,"temp|1|6"
55723,"temp|1|6"
55725,"temp|1|1"
55727,"temp|1|6"
55733,"temp|2|2"
55746,"temp|1|6"
55747,"temp|1|6"
55752,"temp|1|6"
55753,"temp|1|6"
55765,"temp|1|5"
55767,"temp|1|6"
55769,"temp|1|6"
55772,"temp|1|6"
55774,"temp|1|6"
55780,"temp|2|1"
55784,"temp|1|6"
55792,"temp|1|6"
55795,"temp|1|5"
55796,"temp|2|2"
55804,"temp|1|6"
55807,"temp|2|1"
55808,"temp|1|6"
55810,"temp|1|6"
55815,"temp|1|6"
55816,"temp|1|5"
55832,"temp|1|5"
55841,"temp|1|2"
55847,"temp|1|6"
55855,"temp|1|6"
55877,"temp|1|6"
55879,"temp|1|2"
55881,"temp|1|5"
55889,"temp|2|1"
55890,"temp|1|6"
55904,"temp|1|6"
55910,"temp|1|6"
55912,"temp|1|6"
55913,"temp|1|6"
55914,"temp|2|1"
55916,"temp|1|6"
55918,"temp|1|3"
55923,"temp|1|6"
55924,"temp|2|1"
55928,"temp|1|6"
55939,"temp|1|1"
55941,"temp|1|6"
55947,"temp|2|1"
55948,"temp|1|6"
55950,"temp|1|6"
55962,"temp|1|6"
55963,"temp|1|6"
55965,"temp|1|6"
55968,"temp|1|6"
55973,"temp|2|1"
56000,"temp|1|6"
56001,"temp|1|6"
56002,"temp|1|6"
56004,"temp|1|6"
56005,"temp|1|6"
56006,"temp|2|2"
56009,"temp|2|2"
56013,"temp|2|1"
56015,"temp|1|6"
56021,"temp|2|2"
56024,"temp|1|6"
56029,"temp|1|6"
56033,"temp|1|6"
56040,"temp|1|6"
56043,"temp|1|2"
56050,"temp|1|6"
56054,"temp|1|6"
56055,"temp|1|5"
56062,"temp|1|6"
56064,"temp|1|5"
56065,"temp|1|6"
56069,"temp|1|6"
56070,"temp|1|5"
56074,"temp|2|1"
56078,"temp|1|6"
56081,"temp|1|6"
56085,"temp|1|3"
56089,"temp|1|6"
56092,"temp|1|6"
56093,"temp|1|6"
56108,"temp|1|6"
56113,"temp|1|6"
56114,"temp|1|6"
56116,"temp|2|1"
56118,"temp|1|6"
56132,"temp|2|2"
56134,"temp|1|6"
56136,"temp|1|6"
56143,"temp|1|6"
56145,"temp|1|6"
56146,"temp|1|6"
56153,"temp|1|5"
56155,"temp|1|6"
56157,"temp|1|6"
56168,"temp|1|2"
56174,"temp|1|6"
56176,"temp|1|2"
56179,"temp|1|6"
56194,"temp|1|6"
56195,"temp|2|1"
56204,"temp|2|2"
56207,"temp|1|6"
56211,"temp|1|6"
56212,"temp|1|5"
56214,"temp|1|6"
56216,"temp|1|6"
56225,"temp|1|2"
56230,"temp|1|6"
56231,"temp|1|6"
56235,"temp|1|6"
56236,"temp|1|6"
56240,"temp|1|6"
56242,"temp|1|6"
56244,"temp|1|6"
56245,"temp|1|6"
56249,"temp|1|6"
56254,"temp|1|6"
56269,"temp|1|6"
56271,"temp|1|6"
56278,"temp|1|3"
56281,"temp|1|6"
56283,"temp|1|6"
56292,"temp|1|6"
56300,"temp|2|1"
56324,"temp|1|6"
56325,"temp|1|6"
56326,"temp|1|5"
56327,"temp|1|5"
56334,"temp|2|2"
56338,"temp|1|6"
56341,"temp|1|6"
56342,"temp|1|6"
56345,"temp|1|6"
56364,"temp|1|6"
56365,"temp|1|6"
56368,"temp|1|6"
56387,"temp|1|6"
56390,"temp|1|6"
56394,"temp|1|6"
56405,"temp|1|6"
56417,"temp|1|3"
56422,"temp|1|1"
56433,"temp|1|6"
56441,"temp|1|1"
56442,"temp|1|6"
56446,"temp|1|6"
56451,"temp|1|6"
56462,"temp|1|5"
56465,"temp|1|6"
56479,"temp|1|6"
56484,"temp|1|6"
56487,"temp|1|6"
56491,"temp|2|2"
56492,"temp|2|1"
56504,"temp|1|6"
56513,"temp|1|6"
56516,"temp|1|6"
56518,"temp|1|6"
56522,"temp|1|2"
56527,"temp|1|6"
56542,"temp|1|6"
56549,"temp|1|6"
56563,"temp|1|5"
56567,"temp|1|6"
56571,"temp|1|6"
56580,"temp|1|6"
56584,"temp|1|6"
56598,"temp|1|6"
56606,"temp|1|6"
56621,"temp|1|6"
56624,"temp|1|6"
56628,"temp|1|6"
56637,"temp|1|6"
56638,"temp|2|1"
56646,"temp|1|6"
56654,"temp|1|6"
56660,"temp|1|6"
56665,"temp|1|6"
56666,"temp|2|1"
56671,"temp|1|6"
56674,"temp|1|6"
56678,"temp|1|6"
56680,"temp|1|6"
56685,"temp|1|6"
56687,"temp|2|2"
56691,"temp|1|6"
56693,"temp|1|6"
56702,"temp|1|6"
56705,"temp|1|5"
56709,"temp|1|6"
56716,"temp|1|6"
56718,"temp|1|6"
56724,"temp|2|2"
56725,"temp|1|2"
56726,"temp|1|6"
56728,"temp|1|6"
56730,"temp|1|6"
56738,"temp|1|6"
56740,"temp|1|6"
56747,"temp|1|6"
56748,"temp|1|6"
56756,"temp|1|6"
56757,"temp|1|1"
56762,"temp|1|6"
56766,"temp|1|6"
56772,"temp|1|6"
56779,"temp|1|5"
56783,"temp|1|6"
56785,"temp|1|6"
56788,"temp|1|6"
56797,"temp|1|6"
56809,"temp|1|3"
56811,"temp|1|6"
56813,"temp|1|6"
56816,"temp|1|6"
56848,"temp|1|6"
56853,"temp|1|6"
56857,"temp|1|5"
56866,"temp|1|6"
56874,"temp|1|6"
56875,"temp|1|5"
56879,"temp|1|5"
56882,"temp|1|6"
56885,"temp|1|6"
56888,"temp|2|1"
56891,"temp|1|6"
56893,"temp|1|6"
56895,"temp|2|2"
56900,"temp|1|6"
56926,"temp|1|6"
56929,"temp|1|6"
56934,"temp|1|6"
56935,"temp|1|6"
56938,"temp|1|6"
56941,"temp|1|6"
56947,"temp|1|2"
56952,"temp|1|6"
56957,"temp|1|5"
56960,"temp|1|6"
56973,"temp|1|6"
56974,"temp|1|6"
56976,"temp|1|6"
56977,"temp|1|5"
56984,"temp|1|6"
56989,"temp|1|6"
56993,"temp|1|6"
57007,"temp|1|6"
57011,"temp|1|6"
57012,"temp|1|6"
57015,"temp|2|1"
57022,"temp|1|6"
57023,"temp|1|6"
57028,"temp|1|6"
57029,"temp|1|6"
57038,"temp|1|6"
57043,"temp|1|6"
57046,"temp|2|1"
57058,"temp|1|5"
57072,"temp|1|6"
57076,"temp|1|6"
57077,"temp|1|6"
57078,"temp|1|5"
57086,"temp|2|2"
57088,"temp|1|1"
57089,"temp|1|6"
57092,"temp|1|6"
57100,"temp|2|2"
57101,"temp|1|6"
57113,"temp|1|6"
57119,"temp|1|6"
57132,"temp|1|6"
57133,"temp|1|6"
57137,"temp|1|6"
57138,"temp|1|6"
57141,"temp|1|5"
57149,"temp|1|6"
57150,"temp|1|6"
57153,"temp|1|6"
57157,"temp|1|6"
57158,"temp|1|6"
57169,"temp|1|6"
57176,"temp|1|1"
57185,"temp|1|6"
57187,"temp|1|6"
57192,"temp|1|5"
57203,"temp|1|6"
57214,"temp|1|6"
57226,"temp|1|6"
57228,"temp|1|3"
57241,"temp|1|6"
57245,"temp|1|6"
57260,"temp|1|6"
57274,"temp|2|1"
57276,"temp|1|6"
57280,"temp|1|6"
57285,"temp|1|5"
57288,"temp|1|6"
57289,"temp|1|5"
57292,"temp|1|6"
57298,"temp|1|6"
57300,"temp|1|6"
57302,"temp|1|6"
57305,"temp|1|6"
57307,"temp|1|6"
57310,"temp|1|6"
57311,"temp|1|6"
57314,"temp|2|1"
57319,"temp|1|5"
57324,"temp|2|2"
57325,"temp|1|6"
57326,"temp|1|6"
57329,"temp|1|6"
57331,"temp|1|6"
57339,"temp|1|6"
57341,"temp|1|2"
57345,"temp|1|6"
57347,"temp|1|6"
57348,"temp|1|6"
57352,"temp|1|6"
57356,"temp|1|6"
57363,"temp|1|6"
57366,"temp|1|5"
57367,"temp|1|6"
57369,"temp|1|6"
57376,"temp|1|6"
57384,"temp|1|6"
57386,"temp|2|2"
57397,"temp|1|6"
57400,"temp|1|5"
57402,"temp|1|3"
57407,"temp|2|1"
57411,"temp|1|6"
57414,"temp|1|6"
57419,"temp|1|6"
57420,"temp|1|5"
57428,"temp|1|6"
57432,"temp|2|1"
57438,"temp|1|6"
57440,"temp|2|1"
57441,"temp|1|6"
57445,"temp|1|3"
57450,"temp|1|6"
57454,"temp|1|6"
57464,"temp|1|6"
57465,"temp|1|5"
57469,"temp|1|6"
57472,"temp|1|6"
57478,"temp|1|6"
57484,"temp|1|4"
57485,"temp|1|6"
57486,"temp|1|6"
57491,"temp|1|6"
57492,"temp|1|6"
57497,"temp|1|6"
57500,"temp|1|6"
57504,"temp|1|6"
57505,"temp|1|6"
57510,"temp|1|5"
57512,"temp|1|6"
57513,"temp|1|6"
57517,"temp|1|6"
57518,"temp|1|6"
57521,"temp|1|6"
57527,"temp|1|6"
57529,"temp|1|6"
57533,"temp|1|6"
57536,"temp|1|6"
57540,"temp|1|6"
57541,"temp|1|6"
57542,"temp|1|5"
57548,"temp|1|6"
57550,"temp|1|5"
57555,"temp|1|5"
57556,"temp|1|6"
57567,"temp|1|1"
57578,"temp|1|6"
57579,"temp|1|5"
57585,"temp|1|6"
57589,"temp|1|5"
57590,"temp|1|6"
57596,"temp|1|6"
57605,"temp|1|6"
57608,"temp|1|6"
57616,"temp|1|6"
57618,"temp|1|6"
57624,"temp|1|6"
57628,"temp|1|6"
57634,"temp|1|6"
57636,"temp|1|6"
57640,"temp|1|6"
57645,"temp|2|2"
57651,"temp|1|6"
57657,"temp|1|5"
57658,"temp|1|6"
57659,"temp|1|6"
57663,"temp|1|6"
57668,"temp|2|1"
57677,"temp|2|2"
57680,"temp|1|6"
57681,"temp|1|6"
57682,"temp|1|6"
57691,"temp|1|6"
57694,"temp|1|6"
57698,"temp|1|6"
57707,"temp|1|6"
57708,"temp|1|6"
57709,"temp|1|1"
57712,"temp|1|6"
57713,"temp|1|6"
57714,"temp|1|6"
57717,"temp|2|2"
57719,"temp|1|6"
57726,"temp|1|6"
57727,"temp|1|5"
57737,"temp|1|6"
57742,"temp|1|6"
57748,"temp|1|6"
57757,"temp|1|2"
57763,"temp|1|6"
57766,"temp|2|2"
57767,"temp|2|2"
57770,"temp|1|6"
57772,"temp|2|1"
57773,"temp|1|6"
57777,"temp|1|6"
57783,"temp|1|6"
57785,"temp|2|2"
57788,"temp|1|6"
57795,"temp|1|6"
57798,"temp|1|6"
57800,"temp|1|6"
57808,"temp|1|6"
57810,"temp|1|6"
57820,"temp|1|6"
57830,"temp|2|1"
57832,"temp|1|6"
57834,"temp|1|6"
57835,"temp|1|6"
57838,"temp|1|6"
57847,"temp|1|6"
57850,"temp|1|6"
57853,"temp|1|6"
57857,"temp|1|2"
57859,"temp|1|6"
57863,"temp|1|6"
57868,"temp|1|6"
57869,"temp|2|3"
57870,"temp|1|6"
57871,"temp|1|1"
57873,"temp|1|6"
57876,"temp|1|5"
57880,"temp|1|6"
57882,"temp|1|1"
57884,"temp|1|6"
57894,"temp|1|6"
57906,"temp|1|6"
57913,"temp|1|6"
57916,"temp|1|6"
57917,"temp|1|6"
57919,"temp|1|6"
57926,"temp|1|5"
57927,"temp|1|6"
57934,"temp|1|6"
57942,"temp|2|2"
57944,"temp|1|6"
57946,"temp|1|3"
57953,"temp|1|6"
57955,"temp|1|6"
57957,"temp|1|6"
57963,"temp|2|1"
57964,"temp|1|5"
57968,"temp|2|1"
57972,"temp|2|2"
57974,"temp|1|6"
57975,"temp|1|6"
57977,"temp|1|6"
57985,"temp|2|2"
57990,"temp|1|6"
57995,"temp|2|1"
57998,"temp|1|6"
58004,"temp|1|6"
58010,"temp|1|6"
58018,"temp|1|5"
58020,"temp|1|1"
58024,"temp|1|6"
58025,"temp|1|6"
58026,"temp|1|6"
58028,"temp|1|6"
58032,"temp|1|6"
58033,"temp|2|2"
58044,"temp|1|1"
58047,"temp|1|6"
58056,"temp|1|6"
58058,"temp|1|6"
58060,"temp|2|1"
58062,"temp|1|2"
58068,"temp|2|1"
58069,"temp|1|6"
58084,"temp|1|6"
58085,"temp|2|1"
58088,"temp|1|6"
58095,"temp|1|5"
58096,"temp|1|6"
58097,"temp|1|5"
58099,"temp|1|6"
58101,"temp|1|1"
58105,"temp|1|5"
58108,"temp|1|6"
58110,"temp|2|1"
58113,"temp|1|6"
58124,"temp|1|6"
58127,"temp|1|6"
