"Uid","Familty_type","Highest_diploma","insee_code","Job_42","ACT","sex","Studying","age_2020","target"
39071,"FT.4.1","EDU3","44127","csp_5_2","AT1|1","Male",TRUE,50,381.129680418431
39072,"FT.1.1","EDU1-3","44127","csp_6_3","AT1|1","Male",FALSE,41,508.005226900204
39074,"FT.4.4","EDU1-3","44128","csp_7_7","AT2|1","Female",FALSE,78,483.635518642177
39075,"FT.4.2","EDU1-3","44128","csp_6_4","AT1|1","Male",FALSE,54,546.855084837282
39076,"FT.1.1","EDU1-3","44128","csp_6_7","AT1|1","Male",FALSE,37,688.488838026848
39077,"FT.1.1","EDU1-4","44128","csp_8_4","AT2|2","Male",TRUE,24,699.533392215675
39078,"FT.3.2","EDU1-4","44128","csp_4_7","AT1|1","Male",FALSE,30,646.062297514639
39079,"FT.4.4","EDU1-7","44129","csp_7_5","AT2|1","Female",FALSE,67,441.067001029951
39083,"FT.4.1","EDU1-8","44129","csp_3_1","AT1|1","Male",FALSE,57,262.431517792324
39085,"FT.4.1","EDU1-4","44129","csp_5_4","AT1|1","Female",FALSE,55,286.017074825259
39086,"FT.1.2","EDU1-1","44129","csp_7_7","AT2|1","Female",FALSE,65,525.472461296839
39089,"FT.4.3","EDU1-4","44129","csp_5_4","AT1|1","Female",TRUE,24,294.608572519428
39090,"FT.4.1","EDU1-7","44129","csp_3_7","AT1|1","Female",FALSE,47,447.146083561143
39091,"FT.4.4","EDU2","44129","csp_7_1","AT2|1","Female",FALSE,93,506.415676769869
39092,"FT.1.2","EDU1-3","44129","csp_7_7","AT2|1","Female",FALSE,91,448.133072606534
39093,"FT.4.3","EDU1-3","44129","csp_7_8","AT2|1","Male",FALSE,69,419.416152144687
39094,"FT.4.4","EDU1-7","44129","csp_7_4","AT2|1","Male",FALSE,65,450.017318792972
39096,"FT.1.2","EDU1-8","44129","csp_3_7","AT1|1","Female",FALSE,54,320.048711299742
39098,"FT.4.2","EDU1-4","44129","csp_4_6","AT1|1","Male",FALSE,63,282.217060446587
39100,"FT.1.1","EDU1-4","44129","csp_8_4","AT2|2","Male",TRUE,22,676.262645398431
39104,"FT.4.1","EDU1-8","44130","csp_3_7","AT1|1","Female",FALSE,36,489.850407786584
39105,"FT.4.1","EDU1-3","44130","csp_2_1","AT1|1","Male",FALSE,54,497.56588860778
39106,"FT.4.2","EDU1-5","44130","csp_5_6","AT1|2","Female",FALSE,42,366.264530622103
39107,"FT.1.2","EDU1-7","44130","csp_5_2","AT1|1","Female",FALSE,57,122.974045480582
39112,"FT.4.1","EDU1-3","44130","csp_4_6","AT1|1","Female",FALSE,56,433.371527688708
39115,"FT.4.3","EDU1-3","44130","csp_7_5","AT2|1","Male",FALSE,62,420.044790771093
39116,"FT.4.1","EDU1-8","44131","csp_3_4","AT1|1","Female",FALSE,43,312.803798772809
39118,"FT.3.2","EDU1-1","44131","csp_5_3","AT1|1","Female",FALSE,42,483.500535373238
39119,"FT.4.1","EDU1-2","44131","csp_8_4","AT2|2","Male",TRUE,20,706.098093870689
39124,"FT.4.1","EDU3","44131","csp_6_5","AT1|1","Male",FALSE,62,553.510600139615
39127,"FT.4.2","EDU1-4","44131","csp_5_5","AT1|2","Female",FALSE,40,364.660035552295
39129,"FT.4.1","EDU1-4","44131","csp_6_8","AT1|1","Male",FALSE,23,445.119919325103
39130,"FT.4.2","EDU3","44131","csp_8_5","AT2|5","Female",FALSE,43,642.258318459308
39131,"FT.3.2","EDU1-7","44131","csp_3_4","AT1|1","Female",FALSE,52,441.284084423822
39133,"FT.3.2","EDU1-4","44131","csp_8_5","AT2|5","Female",FALSE,24,695.152792039117
39134,"FT.4.2","EDU1-7","44131","csp_4_6","AT1|2","Female",FALSE,49,478.927420424284
39135,"FT.4.1","EDU1-4","44131","csp_8_4","AT2|2","Female",TRUE,21,602.271407261701
39140,"FT.4.1","EDU2","44132","csp_7_5","AT2|1","Female",FALSE,89,332.867743092329
39143,"FT.4.1","EDU1-3","44132","csp_8_5","AT2|5","Male",FALSE,38,719.891709742563
39147,"FT.1.1","EDU1-3","44132","csp_6_3","AT1|1","Male",FALSE,29,467.350563007901
39148,"FT.1.2","EDU1-4","44132","csp_5_4","AT1|1","Female",FALSE,72,434.054137161216
39152,"FT.4.3","EDU1-6","44133","csp_3_7","AT1|1","Female",FALSE,49,332.275884833153
39153,"FT.4.1","EDU1-4","44133","csp_5_5","AT1|1","Male",TRUE,25,193.476753989615
39154,"FT.1.2","EDU1-2","44133","csp_7_7","AT2|1","Female",FALSE,66,600.199331770942
39157,"FT.4.1","EDU1-2","44133","csp_8_4","AT2|2","Male",TRUE,19,733.078908372796
39158,"FT.1.2","EDU1-7","44134","csp_8_4","AT2|2","Female",TRUE,23,706.637534735746
39159,"FT.1.1","EDU1-5","44134","csp_2_1","AT1|1","Male",FALSE,46,630.339849687927
39160,"FT.3.1","EDU1-4","44135","csp_5_3","AT1|2","Male",FALSE,27,641.317434924193
39161,"FT.4.4","EDU1-3","44135","csp_8_6","AT2|4","Female",FALSE,65,600.781858276583
39162,"FT.4.4","EDU1-3","44135","csp_7_8","AT2|1","Male",FALSE,71,540.670682688682
39163,"FT.4.1","EDU3","44135","csp_8_5","AT2|2","Male",TRUE,15,682.769140254198
39168,"FT.4.1","EDU1-3","44136","csp_3_7","AT1|1","Male",FALSE,58,379.249486451224
39169,"FT.4.1","EDU1-6","44136","csp_3_8","AT1|1","Male",FALSE,51,316.920608221813
39171,"FT.4.3","EDU1-2","44137","csp_8_4","AT2|2","Female",TRUE,19,677.105519079522
39172,"FT.4.1","EDU1-7","44137","csp_5_4","AT1|1","Female",FALSE,35,349.502477839947
39173,"FT.2.0","EDU1-3","44137","csp_6_8","AT1|2","Male",FALSE,50,792.952509674634
39175,"FT.4.1","EDU2","44138","csp_6_7","AT1|1","Male",FALSE,48,480.063827155429
39176,"FT.4.2","EDU1-3","44138","csp_4_6","AT1|1","Male",FALSE,42,382.959340484283
39177,"FT.1.2","EDU1-3","44139","csp_7_2","AT2|1","Female",FALSE,72,488.263291901176
39180,"FT.4.1","EDU3","44140","csp_8_4","AT2|2","Female",TRUE,20,678.433164251357
39181,"FT.4.1","EDU1-4","44141","csp_4_7","AT1|1","Male",FALSE,60,429.723982245647
39183,"FT.3.2","EDU1-3","44142","csp_6_7","AT1|1","Female",FALSE,57,528.92292872017
39185,"FT.1.2","EDU1-1","44143","csp_7_7","AT2|1","Female",FALSE,68,538.762569403723
39188,"FT.4.4","EDU1-3","44143","csp_7_2","AT2|1","Male",FALSE,78,443.345433654106
39191,"FT.1.2","EDU1-4","44143","csp_8_4","AT2|2","Female",TRUE,21,640.459348026397
39192,"FT.1.1","EDU1-8","44143","csp_3_1","AT1|1","Male",FALSE,31,475.562133542565
39193,"FT.4.1","EDU1-3","44143","csp_4_7","AT1|1","Male",FALSE,42,419.398220828013
39197,"FT.4.1","EDU1-8","44143","csp_3_7","AT1|1","Female",FALSE,48,369.197619763184
39198,"FT.3.2","EDU2","44143","csp_8_5","AT2|5","Male",FALSE,21,762.872612639894
39199,"FT.4.3","EDU1-5","44143","csp_5_2","AT1|1","Female",FALSE,57,254.506593335233
39200,"FT.4.1","EDU1-3","44143","csp_1_1","AT1|1","Male",FALSE,61,450.184047063045
39201,"FT.4.3","EDU3","44143","csp_8_4","AT2|2","Female",TRUE,17,646.747314345554
39204,"FT.4.4","EDU1-8","44143","csp_7_4","AT2|1","Male",FALSE,78,393.518877064083
39205,"FT.4.1","EDU1-4","44143","csp_8_4","AT2|2","Male",TRUE,22,593.114545840261
39207,"FT.1.2","EDU1-5","44143","csp_5_5","AT1|1","Female",FALSE,52,328.555935971739
39208,"FT.4.4","EDU3","44143","csp_8_5","AT2|2","Male",FALSE,16,805.446244564613
39210,"FT.4.1","EDU1-3","44143","csp_6_2","AT1|1","Male",FALSE,42,520.556148292404
39211,"FT.4.2","EDU1-7","44143","csp_3_7","AT1|1","Male",FALSE,53,405.2851790089
39213,"FT.4.2","EDU1-2","44143","csp_8_4","AT2|2","Male",TRUE,18,690.044077282518
39216,"FT.3.2","EDU1-5","44143","csp_4_6","AT1|1","Female",FALSE,49,453.477488147199
39218,"FT.1.1","EDU1-8","44143","csp_3_8","AT1|1","Male",FALSE,42,396.235532421377
39219,"FT.3.2","EDU1-3","44143","csp_5_6","AT1|2","Female",FALSE,31,489.497717097722
39222,"FT.4.1","EDU1-8","44143","csp_3_1","AT1|1","Female",FALSE,30,467.145904912386
39223,"FT.4.1","EDU1-2","44143","csp_5_2","AT1|1","Male",FALSE,52,374.532135985598
39224,"FT.1.2","EDU1-3","44143","csp_7_7","AT2|1","Female",FALSE,71,487.498552263109
39227,"FT.4.1","EDU1-5","44143","csp_8_1","AT1|2","Male",FALSE,22,698.114491965167
39229,"FT.4.1","EDU3","44143","csp_8_5","AT2|2","Female",TRUE,15,656.289987838775
39232,"FT.4.4","EDU1-4","44143","csp_7_7","AT2|1","Female",FALSE,64,462.435427293359
39236,"FT.4.2","EDU1-4","44143","csp_8_5","AT2|4","Female",FALSE,58,390.021757418536
39237,"FT.4.1","EDU1-5","44143","csp_5_5","AT1|1","Female",FALSE,33,297.943396149598
39240,"FT.4.4","EDU1-3","44145","csp_7_5","AT2|1","Male",FALSE,82,489.1881221663
39242,"FT.4.1","EDU1-6","44145","csp_3_7","AT1|1","Female",FALSE,49,356.106922703735
39243,"FT.1.1","EDU2","44145","csp_7_7","AT2|1","Male",FALSE,77,410.263176129507
39245,"FT.4.1","EDU1-6","44145","csp_4_3","AT1|1","Female",FALSE,54,422.047855592272
39249,"FT.3.2","EDU1-5","44149","csp_7_5","AT2|1","Female",FALSE,66,431.873445948171
39251,"FT.4.1","EDU1-4","44149","csp_5_2","AT1|1","Female",FALSE,47,300.986887446525
39252,"FT.4.4","EDU1-3","44149","csp_7_7","AT2|1","Female",FALSE,67,528.805186170981
39254,"FT.4.4","EDU1-5","44150","csp_4_2","AT1|2","Male",FALSE,22,758.43429097156
39257,"FT.4.1","EDU1-2","44150","csp_8_4","AT2|2","Male",TRUE,18,731.57852090788
39258,"FT.3.2","EDU1-6","44150","csp_8_5","AT2|5","Female",FALSE,56,667.462145875187
39259,"FT.4.2","EDU1-3","44150","csp_8_5","AT2|4","Female",FALSE,50,479.402094327491
39260,"FT.1.1","EDU1-6","44150","csp_4_7","AT1|1","Male",FALSE,36,318.502397314929
39262,"FT.4.4","EDU1-8","44151","csp_7_4","AT2|1","Female",FALSE,68,460.615695378805
39266,"FT.4.3","EDU1-4","44151","csp_8_5","AT2|5","Male",FALSE,55,663.744487398756
39268,"FT.4.1","EDU1-7","44151","csp_3_4","AT1|1","Female",FALSE,45,363.71440219384
39270,"FT.4.1","EDU1-3","44151","csp_5_6","AT1|1","Female",FALSE,56,200.219552968556
39271,"FT.4.1","EDU1-6","44152","csp_4_6","AT1|1","Male",FALSE,33,358.052404927233
39272,"FT.4.2","EDU1-7","44152","csp_6_2","AT1|2","Female",FALSE,27,679.25988048477
39273,"FT.4.4","EDU1-1","44152","csp_7_2","AT2|1","Male",FALSE,67,540.022425501663
39275,"FT.1.1","EDU1-1","44152","csp_7_8","AT2|1","Male",FALSE,93,505.82466815639
39277,"FT.4.1","EDU1-4","44153","csp_4_6","AT1|1","Female",FALSE,56,264.755359488415
39278,"FT.4.3","EDU1-3","44154","csp_6_7","AT1|1","Female",FALSE,61,607.400120288341
39280,"FT.4.1","EDU1-6","44154","csp_4_6","AT1|1","Female",FALSE,54,273.998856592265
39284,"FT.4.1","EDU1-6","44154","csp_4_3","AT1|1","Female",FALSE,29,417.809961939521
39285,"FT.4.1","EDU3","44154","csp_8_5","AT2|2","Male",TRUE,16,680.310928034706
39288,"FT.4.1","EDU1","44154","csp_8_5","AT2|5","Female",FALSE,24,672.176890842419
39289,"FT.4.4","EDU1-6","44154","csp_7_8","AT2|1","Male",FALSE,70,478.02395925095
39291,"FT.4.4","EDU1-3","44154","csp_7_8","AT2|1","Male",FALSE,87,507.250533620173
39293,"FT.4.1","EDU1-7","44154","csp_4_3","AT1|1","Female",FALSE,43,340.173757284664
39294,"FT.3.2","EDU1-2","44154","csp_8_4","AT2|2","Female",TRUE,20,773.323616552084
39295,"FT.4.1","EDU1-3","44154","csp_5_6","AT1|1","Female",FALSE,26,280.241480652005
39296,"FT.2.0","EDU1-4","44154","csp_8_4","AT2|2","Female",TRUE,18,661.609798968321
39297,"FT.4.2","EDU2","44154","csp_6_7","AT1|2","Male",FALSE,21,746.916975947387
39298,"FT.4.4","EDU1-1","44154","csp_7_7","AT2|1","Female",FALSE,69,587.314153899147
39299,"FT.1.1","EDU1-4","44154","csp_8_4","AT2|2","Male",TRUE,22,699.233714826565
39301,"FT.3.2","EDU1-6","44154","csp_5_6","AT1|1","Female",FALSE,28,354.210300006057
39302,"FT.1.2","EDU1-1","44155","csp_7_8","AT2|1","Female",FALSE,99,517.060605336038
39303,"FT.1.1","EDU1-3","44155","csp_4_6","AT1|1","Male",FALSE,62,394.350139808849
39306,"FT.1.2","EDU1-6","44155","csp_8_5","AT2|5","Female",TRUE,25,655.644944628397
39309,"FT.4.1","EDU1-3","44155","csp_4_7","AT1|1","Male",FALSE,37,326.738170342012
39312,"FT.4.4","EDU1-3","44156","csp_7_8","AT2|1","Male",FALSE,69,546.00251349
39316,"FT.4.1","EDU1-3","44157","csp_5_4","AT1|1","Female",TRUE,17,188.033641554589
39317,"FT.4.3","EDU1-3","44157","csp_6_3","AT1|2","Male",FALSE,51,651.407958823741
39319,"FT.4.1","EDU1-7","44157","csp_4_7","AT1|1","Female",FALSE,32,413.031325558579
39321,"FT.4.1","EDU1-7","44157","csp_3_7","AT1|1","Male",FALSE,38,438.238230896342
39327,"FT.4.1","EDU1-5","44158","csp_6_9","AT1|1","Male",FALSE,21,619.580911094808
39329,"FT.1.1","EDU1-3","44158","csp_7_5","AT2|1","Male",FALSE,73,415.871550007703
39330,"FT.4.1","EDU1-8","44158","csp_3_8","AT1|1","Male",FALSE,42,376.081471470491
39331,"FT.4.1","EDU1-3","44158","csp_4_5","AT1|1","Male",FALSE,54,452.742602222184
39332,"FT.4.4","EDU1-6","44158","csp_7_7","AT2|1","Female",FALSE,72,449.207389760733
39333,"FT.4.1","EDU1-7","44159","csp_4_3","AT1|1","Female",FALSE,33,236.92561371288
39340,"FT.3.2","EDU1-6","44161","csp_5_5","AT1|2","Female",FALSE,38,435.22574541366
39343,"FT.1.2","EDU2","44162","csp_7_7","AT2|1","Female",FALSE,69,415.94337011389
39347,"FT.4.2","EDU1-7","44162","csp_8_4","AT2|2","Female",TRUE,24,603.50527563855
39349,"FT.1.2","EDU1","44162","csp_7_7","AT2|1","Female",FALSE,78,455.65419191078
39350,"FT.4.4","EDU2","44162","csp_7_8","AT2|1","Male",FALSE,79,433.175687924523
39352,"FT.3.2","EDU1-6","44162","csp_4_3","AT1|1","Female",FALSE,44,455.477574640389
39354,"FT.4.2","EDU1-3","44162","csp_5_3","AT1|2","Male",FALSE,27,493.897460726796
39356,"FT.4.1","EDU1-3","44162","csp_5_2","AT1|1","Female",FALSE,41,282.017646394302
39357,"FT.3.2","EDU1-3","44162","csp_6_8","AT1|1","Female",FALSE,46,500.410718648112
39364,"FT.4.1","EDU1-4","44162","csp_4_5","AT1|1","Male",FALSE,41,414.662675798613
39365,"FT.3.2","EDU1-5","44162","csp_8_1","AT1|2","Male",FALSE,18,744.132619695569
39367,"FT.3.2","EDU1-3","44162","csp_7_7","AT2|1","Female",FALSE,66,449.541496035061
39369,"FT.1.2","EDU1-1","44162","csp_7_7","AT2|1","Female",FALSE,71,528.98172298976
39371,"FT.4.1","EDU1-3","44162","csp_5_2","AT1|1","Male",FALSE,60,324.72947390059
39372,"FT.3.2","EDU3","44162","csp_8_4","AT2|2","Female",TRUE,15,701.313401997147
39373,"FT.4.1","EDU1-8","44162","csp_3_1","AT1|1","Female",FALSE,37,299.136781602816
39376,"FT.4.2","EDU1-5","44162","csp_2_1","AT1|1","Male",FALSE,42,364.088746486085
39377,"FT.4.1","EDU1-4","44162","csp_5_2","AT1|1","Female",FALSE,33,339.307479322051
39378,"FT.4.4","EDU2","44162","csp_7_8","AT2|1","Male",FALSE,85,434.984168312477
39379,"FT.1.2","EDU1-8","44162","csp_3_7","AT1|1","Female",FALSE,51,480.870065620637
39380,"FT.4.4","EDU3","44162","csp_8_1","AT1|2","Female",FALSE,21,736.954676217083
39383,"FT.4.4","EDU1-3","44162","csp_7_7","AT2|1","Female",FALSE,64,501.194788941171
39384,"FT.4.1","EDU1-7","44162","csp_4_2","AT1|1","Male",FALSE,47,294.917362573252
39385,"FT.3.2","EDU1-1","44162","csp_7_5","AT2|1","Female",FALSE,88,405.331602782296
39386,"FT.4.2","EDU1-3","44162","csp_6_3","AT1|2","Female",FALSE,28,650.184670918706
39389,"FT.4.1","EDU1-6","44162","csp_4_7","AT1|1","Male",FALSE,48,354.804259457356
39392,"FT.4.4","EDU2","44162","csp_7_7","AT2|1","Female",FALSE,78,402.551592505732
39393,"FT.3.2","EDU1-2","44162","csp_8_4","AT2|2","Male",TRUE,15,748.043791957964
39394,"FT.1.1","EDU1-3","44162","csp_7_7","AT2|1","Male",FALSE,66,455.231645981426
39396,"FT.4.4","EDU1-3","44162","csp_7_5","AT2|1","Male",FALSE,66,481.821352411438
39397,"FT.4.3","EDU1-5","44162","csp_4_8","AT1|1","Female",FALSE,60,368.510995486341
39399,"FT.4.4","EDU1-6","44162","csp_7_5","AT2|1","Female",FALSE,68,439.899934394896
39400,"FT.4.1","EDU1-7","44162","csp_5_6","AT1|1","Female",FALSE,30,256.121192649919
39401,"FT.1.2","EDU1-3","44162","csp_7_7","AT2|1","Female",FALSE,79,459.591070617379
39402,"FT.1.2","EDU1-1","44162","csp_7_7","AT2|1","Female",FALSE,95,489.11341424047
39403,"FT.4.1","EDU1-4","44162","csp_4_7","AT1|1","Male",FALSE,57,394.84557158924
39406,"FT.4.1","EDU1-8","44162","csp_5_2","AT1|1","Female",FALSE,50,314.01007573215
39407,"FT.4.1","EDU1-7","44162","csp_4_2","AT1|1","Female",FALSE,45,320.741736605215
39408,"FT.4.1","EDU1-2","44162","csp_8_4","AT2|2","Female",TRUE,18,709.074103836502
39412,"FT.1.1","EDU1-4","44162","csp_8_4","AT2|2","Male",TRUE,23,674.056320957775
39416,"FT.4.1","EDU1-4","44162","csp_8_4","AT2|2","Female",TRUE,21,602.37160113123
39417,"FT.4.2","EDU1-3","44162","csp_5_2","AT1|1","Male",FALSE,30,398.861606467173
39420,"FT.4.4","EDU1-4","44163","csp_7_7","AT2|1","Female",FALSE,63,493.962440189193
39421,"FT.1.1","EDU1-6","44163","csp_3_5","AT1|1","Male",FALSE,47,448.81406651517
39425,"FT.3.2","EDU1-3","44163","csp_5_6","AT1|1","Female",FALSE,61,323.797408778869
39429,"FT.4.1","EDU3","44164","csp_8_5","AT2|2","Female",TRUE,17,675.256264489517
39430,"FT.4.1","EDU1-2","44164","csp_8_4","AT2|2","Female",TRUE,16,737.670794774427
39433,"FT.1.1","EDU1-3","44165","csp_6_2","AT1|1","Male",FALSE,42,502.047033585096
39439,"FT.4.4","EDU1-3","44166","csp_7_7","AT2|1","Female",FALSE,66,536.178219784609
39440,"FT.4.1","EDU1-4","44166","csp_8_4","AT2|2","Female",TRUE,21,623.551787058727
39442,"FT.1.1","EDU1-8","44166","csp_3_8","AT1|1","Male",FALSE,27,497.677799388049
39443,"FT.1.2","EDU1-4","44166","csp_6_7","AT1|1","Female",FALSE,25,581.237285091583
39445,"FT.4.2","EDU1-7","44168","csp_8_5","AT2|4","Female",FALSE,38,472.483836679911
39446,"FT.4.1","EDU1-9","44168","csp_3_7","AT1|1","Male",FALSE,48,361.178946091027
39447,"FT.4.1","EDU1-5","44168","csp_5_5","AT1|1","Female",FALSE,28,345.508995763086
39448,"FT.1.2","EDU1-7","44168","csp_7_5","AT2|1","Female",FALSE,76,421.612342715555
39453,"FT.4.1","EDU1-3","44169","csp_5_2","AT1|1","Female",FALSE,57,283.001920021284
39455,"FT.4.1","EDU1-7","44169","csp_4_3","AT1|2","Female",FALSE,26,562.821773458583
39456,"FT.4.1","EDU1-3","44169","csp_4_6","AT1|1","Male",FALSE,54,436.914661962614
39459,"FT.4.4","EDU2","44169","csp_8_6","AT2|4","Female",FALSE,89,508.785257989529
39461,"FT.4.1","EDU3","44169","csp_8_5","AT2|2","Male",TRUE,15,681.802056345496
39462,"FT.4.1","EDU1-2","44169","csp_5_2","AT1|1","Female",FALSE,46,416.350687754241
39464,"FT.1.2","EDU2","44169","csp_7_1","AT2|1","Female",FALSE,85,505.959326455531
39465,"FT.4.4","EDU1-3","44170","csp_7_8","AT2|1","Male",FALSE,59,512.155805726543
39468,"FT.4.4","EDU2","44172","csp_7_8","AT2|1","Male",FALSE,87,465.100388184258
39473,"FT.4.1","EDU1-3","44172","csp_6_2","AT1|1","Female",FALSE,41,518.776163123968
39474,"FT.4.1","EDU1-6","44172","csp_4_3","AT1|1","Female",FALSE,43,289.551794818973
39475,"FT.4.3","EDU1-5","44172","csp_6_7","AT1|1","Male",FALSE,40,617.792240955491
39477,"FT.4.2","EDU1-4","44172","csp_5_4","AT1|1","Female",TRUE,25,160.406673628829
39480,"FT.4.1","EDU1-4","44172","csp_4_8","AT1|1","Male",FALSE,36,486.695145628994
39482,"FT.4.1","EDU1-5","44172","csp_5_5","AT1|1","Female",FALSE,35,262.553980620323
39484,"FT.4.1","EDU1-7","44172","csp_3_4","AT1|1","Female",FALSE,46,309.683219459573
39486,"FT.4.1","EDU2","44172","csp_6_3","AT1|1","Male",FALSE,60,284.945098459906
39488,"FT.1.1","EDU1-6","44172","csp_7_5","AT2|1","Male",FALSE,67,391.985450773754
39489,"FT.1.1","EDU1-6","44172","csp_8_4","AT2|2","Male",TRUE,20,715.736770670565
39490,"FT.1.1","EDU1-8","44172","csp_3_8","AT1|1","Male",FALSE,39,380.770584804625
39492,"FT.4.2","EDU1-3","44172","csp_8_5","AT2|4","Female",FALSE,42,468.849440977797
39493,"FT.2.0","EDU1-3","44172","csp_5_3","AT1|1","Male",FALSE,37,571.238515017649
39495,"FT.4.1","EDU1-6","44172","csp_4_6","AT1|1","Male",FALSE,27,552.216356618945
39497,"FT.4.1","EDU1-6","44172","csp_4_6","AT1|1","Female",FALSE,58,280.224851076078
39499,"FT.3.2","EDU1-2","44173","csp_6_2","AT1|1","Female",FALSE,42,468.910803525033
39501,"FT.4.1","EDU3","44174","csp_8_4","AT2|2","Male",TRUE,18,676.264617610096
39502,"FT.4.1","EDU1-8","44174","csp_4_6","AT1|1","Female",FALSE,33,233.616306131397
39503,"FT.4.1","EDU1-7","44174","csp_4_5","AT1|1","Female",FALSE,38,376.412383775237
39504,"FT.1.2","EDU1-4","44174","csp_7_5","AT2|1","Female",FALSE,65,467.027378146554
39505,"FT.4.1","EDU1-3","44175","csp_5_5","AT1|1","Female",FALSE,47,343.364268427053
39507,"FT.2.0","EDU1-3","44175","csp_5_6","AT1|1","Female",FALSE,21,385.838286766001
39511,"FT.4.1","EDU3","44176","csp_8_4","AT2|2","Female",TRUE,16,680.448605604418
39512,"FT.4.2","EDU1-3","44176","csp_7_7","AT2|1","Female",FALSE,71,431.605758991988
39513,"FT.4.1","EDU1-3","44176","csp_5_4","AT1|1","Female",FALSE,49,330.953756439178
39514,"FT.4.3","EDU1-6","44176","csp_3_7","AT1|1","Female",FALSE,46,421.07849187157
39516,"FT.1.2","EDU1-7","44176","csp_8_4","AT2|2","Female",TRUE,23,709.6435538452
39517,"FT.1.2","EDU1-4","44176","csp_8_6","AT2|5","Female",FALSE,77,690.35026251251
39518,"FT.4.1","EDU1-4","44176","csp_4_7","AT1|1","Male",FALSE,55,377.359775475591
39520,"FT.1.1","EDU1-4","44178","csp_6_7","AT1|1","Male",FALSE,42,528.9669717103
39522,"FT.2.0","EDU1-3","44178","csp_7_8","AT2|1","Female",FALSE,65,473.606461302629
39526,"FT.1.1","EDU1-3","44179","csp_6_7","AT1|1","Male",FALSE,25,748.989535027039
39529,"FT.4.2","EDU1-7","44180","csp_8_1","AT1|2","Female",FALSE,29,641.644368852642
39530,"FT.1.1","EDU1-6","44180","csp_8_4","AT2|2","Male",TRUE,25,699.68528266597
39531,"FT.4.4","EDU1-7","44180","csp_7_5","AT2|1","Female",FALSE,65,437.744390054596
39532,"FT.4.1","EDU1-6","44180","csp_5_4","AT1|1","Female",FALSE,37,219.619819842401
39533,"FT.3.2","EDU1-8","44180","csp_4_2","AT1|1","Female",FALSE,37,428.368721453363
39534,"FT.4.1","EDU1-3","44180","csp_6_8","AT1|1","Male",FALSE,61,450.507755922747
39536,"FT.4.2","EDU1-5","44180","csp_8_5","AT2|4","Female",FALSE,42,457.649312334277
39537,"FT.4.1","EDU1-2","44180","csp_8_4","AT2|2","Male",TRUE,20,704.162779084417
39538,"FT.4.1","EDU1-8","44180","csp_3_7","AT1|1","Male",FALSE,49,335.330790482418
39543,"FT.4.1","EDU1-3","44182","csp_6_2","AT1|1","Male",FALSE,59,450.977551191207
39545,"FT.1.2","EDU1-8","44183","csp_3_8","AT1|1","Female",FALSE,28,531.583191575546
39547,"FT.1.2","EDU1-4","44183","csp_4_6","AT1|1","Female",FALSE,58,332.934444719483
39549,"FT.4.1","EDU1-8","44184","csp_4_5","AT1|1","Male",FALSE,56,313.968760843778
39553,"FT.4.1","EDU1-3","44184","csp_2_1","AT1|1","Female",FALSE,54,367.182063530347
39557,"FT.4.1","EDU1-8","44184","csp_3_1","AT1|1","Female",FALSE,27,412.419346083592
39559,"FT.4.4","EDU1-4","44184","csp_7_7","AT2|1","Female",FALSE,72,428.925357781604
39560,"FT.4.4","EDU1-4","44184","csp_8_5","AT2|5","Male",FALSE,62,697.209343261971
39562,"FT.2.0","EDU1-4","44184","csp_6_5","AT1|1","Female",TRUE,22,383.602717532349
39565,"FT.4.1","EDU1-6","44184","csp_5_4","AT1|1","Female",FALSE,57,186.696327579045
39567,"FT.1.1","EDU1-8","44184","csp_3_1","AT1|1","Male",FALSE,66,289.79924454604
39568,"FT.4.1","EDU1-5","44184","csp_8_5","AT2|5","Male",TRUE,53,540.284568787495
39571,"FT.4.2","EDU1-3","44184","csp_6_2","AT1|1","Male",FALSE,34,539.227274281223
39572,"FT.4.4","EDU1-3","44184","csp_7_7","AT2|1","Female",FALSE,64,488.4833028349
39574,"FT.4.1","EDU1-8","44184","csp_4_3","AT1|1","Female",FALSE,29,338.426055211477
39575,"FT.4.4","EDU1-4","44184","csp_7_7","AT2|1","Male",FALSE,67,445.865690900423
39578,"FT.4.2","EDU1-8","44184","csp_2_1","AT1|1","Male",FALSE,52,324.736154745079
39580,"FT.4.4","EDU1-3","44184","csp_7_7","AT2|1","Female",FALSE,67,489.066483063014
39582,"FT.4.1","EDU1-3","44184","csp_5_6","AT1|1","Female",FALSE,41,253.286548201066
39583,"FT.4.1","EDU1-3","44184","csp_3_8","AT1|1","Male",FALSE,50,362.399970675467
39585,"FT.4.1","EDU1-6","44184","csp_4_6","AT1|1","Male",FALSE,43,261.200837966651
39586,"FT.3.2","EDU1-6","44184","csp_4_6","AT1|1","Male",FALSE,27,494.780905355419
39589,"FT.1.2","EDU1-4","44184","csp_7_7","AT2|1","Female",FALSE,72,412.487919732375
39594,"FT.3.2","EDU1-4","44184","csp_5_3","AT1|1","Male",FALSE,52,356.633705233464
39595,"FT.4.3","EDU1-7","44184","csp_7_8","AT2|1","Male",FALSE,62,356.646595658332
39599,"FT.4.4","EDU1-1","44184","csp_7_8","AT2|1","Male",FALSE,87,494.761733794797
39600,"FT.2.0","EDU1-8","44184","csp_3_7","AT1|1","Male",FALSE,31,396.476234030677
